"change_id","conqat_luc","deckard_2_0_luc","iclones_luc","nicad5_luc","simcad_luc","simian_luc","conqat_ltc","deckard_2_0_ltc","iclones_ltc","nicad5_ltc","simcad_ltc","simian_ltc"
"46695",,"538845, 538843, 538844",,,,,,"538837, 538838, 538839, 538840, 538841, 538842, 538845, 538843, 538844",,,,
"46696",,"538843, 537860",,,,,,"537852, 537854, 537853, 537856, 537855, 537858, 537857, 537859, 538837, 538838, 538839, 538840, 538841, 538842, 538843, 537860",,,,
"46697",,"539013, 537860",,,,,,"537852, 537854, 537853, 537856, 537855, 537858, 537857, 537859, 538837, 538838, 538839, 538840, 538841, 538842, 539013, 537860",,,,
"46701",,"538819, 538846, 537861, 538843",,,,,,"537852, 537854, 537853, 537856, 537855, 537858, 537857, 537859, 538513, 538650, 538837, 538652, 538651, 538808, 538514, 538515, 538516, 538517, 538813, 538839, 538840, 538814, 538658, 538660, 538659, 538816, 538518, 538818, 538661, 538662, 538842, 538663, 538664, 538819, 538846, 537861, 538843",,,,
"46702",,"538819, 538846, 537861, 538843",,,,,,"537852, 537854, 537853, 537856, 537855, 537858, 537857, 537859, 538513, 538650, 538837, 538652, 538651, 538808, 538514, 538515, 538516, 538517, 538813, 538839, 538840, 538814, 538658, 538660, 538659, 538816, 538518, 538818, 538661, 538662, 538842, 538663, 538664, 538819, 538846, 537861, 538843",,,,
"46703",,"538819, 538846, 537861, 538843",,,,,,"537852, 537854, 537853, 537856, 537855, 537858, 537857, 537859, 538513, 538650, 538837, 538652, 538651, 538808, 538514, 538515, 538516, 538517, 538813, 538839, 538840, 538814, 538658, 538890, 538660, 538659, 538816, 538518, 538818, 538661, 538662, 538842, 538663, 538664, 538819, 538846, 537861, 538843",,,,
"46769",,"561454",,,"471784",,,"561454, 561455, 561456",,,"471784",
"46770",,"561454",,,"471784",,,"561454, 561455, 561456",,,"471784",
"46771",,"561452, 561453",,,"471783",,,"561452, 561453, 561455, 561456",,,"471783",
"46772",,"561452, 561453",,,"471783",,,"561452, 561453, 561455, 561456",,,"471783",
"46774",,"561117",,,,,,"561020, 561021, 561113, 561114, 561112, 561022, 561023, 561024, 561115, 561116, 561119, 561026, 561027, 561117, 561025",,,,
"46775",,"560969",,,,,,"560958, 560957, 560959, 560960, 560962, 560961, 560963, 560965, 560964, 560966, 560967, 561375, 560969, 560970, 561711, 560971, 561713, 561712, 560972, 561714, 560973, 560974, 560976, 560975, 561717, 561716, 560977, 560978, 561718",,"501775",,
"46776","64822","561118",,"501778, 501780, 501779",,,"64821, 64822","560801, 560802, 560803, 560804, 561129, 561113, 561114, 561112, 561130, 561131, 561132, 560805, 560806, 561133, 560807, 560808, 561135, 561116, 561119, 560809, 561118, 560811, 561137, 560812, 560813, 561138, 561139",,"501778, 501780, 501779",,
"46777",,,,"501777, 501780, 501779",,,,,,"501777, 501780, 501779",,
"46778","64820","560968",,"501777, 501778, 501779",,,"64820, 64821, 64829","560958, 560957, 560959, 560960, 560962, 560961, 560963, 560965, 560964, 560966, 560967, 560968, 561602, 560970, 560971, 561603, 561604, 560972, 560973, 560974, 561605, 560976, 560975, 560977, 560978",,"501777, 501778, 501779",,
"46779",,,,"501777, 501778, 501780",,,,,,"501777, 501778, 501780",,
"46783","64922",,,,,,"64922",,,,,
"46784","64922",,,,,,"64922",,,,,
"46785","64922",,,,,,"64922",,,,,
"46786","64922",,,,,,"64922",,,,,
"46787",,,,,,"1056385",,,,,,"1056385"
"46791","64921",,,,,,"64921",,,,,
"46792","64921",,,,,,"64921",,,,,
"46793","64921",,,,,,"64921",,,,,
"46794","64921",,,,,,"64921",,,,,
"46795",,,,,,"1056386",,,,,,"1056386"
"46914",,"567247",,,,,,"567240, 567241, 567262, 567243, 567244, 567247, 567246, 567245, 567248, 567265",,,,
"46922",,"567399",,,,,,"567399",,"502183",,
"46926",,"567242",,,,,,"567027, 567028, 567211, 567241, 567242, 567210, 567212, 567244, 567215, 567213, 567246, 567245, 567248",,,,
"46927",,"567242",,,,,,"567027, 567028, 567211, 567241, 567242, 567210, 567212, 567244, 567215, 567213, 567246, 567245, 567248",,,,
"46953","67314",,,,,,"67314",,,,,
"46954","67313",,,,,,"67313",,,,,
"46955",,,"106198, 106151, 106147, 106136, 106087, 106148, 106137, 106153, 106149, 106200, 106089",,"473701, 473702, 473703, 473704","1057719, 1057769, 1057720, 1057768, 1057721",,,"106198, 106151, 106147, 106136, 106087, 106148, 106137, 106153, 106149, 106200, 106089",,"473701, 473702, 473703, 473704","1057719, 1057769, 1057720, 1057768, 1057721"
"46956",,"571321, 571322","106197, 106150, 106139, 106087, 106140, 106153, 106202, 106089",,"473700, 473702, 473703, 473704",,,"571321, 571322","106197, 106150, 106139, 106087, 106140, 106153, 106202, 106089",,"473700, 473702, 473703, 473704",
"46957",,,"106146, 106135, 106085, 106138, 106086, 106148, 106204, 106088, 106149, 106089",,"473700, 473701, 473703, 473704","1057718, 1057770, 1057720, 1057768, 1057721",,,"106146, 106135, 106085, 106138, 106086, 106148, 106204, 106088, 106149, 106089",,"473700, 473701, 473703, 473704","1057718, 1057770, 1057720, 1057768, 1057721"
"46958",,,"106146, 106135, 106085, 106138, 106086, 106147, 106203, 106087, 106149, 106089",,"473700, 473701, 473702, 473704","1057718, 1057770, 1057719, 1057769, 1057721",,,"106146, 106135, 106085, 106138, 106086, 106147, 106203, 106087, 106149, 106089",,"473700, 473701, 473702, 473704","1057718, 1057770, 1057719, 1057769, 1057721"
"46959",,,"106146, 106199, 106085, 106201, 106086, 106147, 106087, 106148, 106088",,"473700, 473701, 473702, 473703","1057718, 1057719, 1057720",,,"106146, 106199, 106085, 106201, 106086, 106147, 106087, 106148, 106088",,"473700, 473701, 473702, 473703","1057718, 1057719, 1057720"
"46960","67182, 67183, 67201",,"106206",,"473706, 473710, 473707, 473708, 473709",,"67182, 67183, 67201",,"106206",,"473706, 473710, 473707, 473708, 473709",
"46961",,"571320, 571322","106208, 106206",,"473712",,,"571320, 571322","106208, 106206",,"473712",
"46962",,,"106205, 106207",,"473711",,,,"106205, 106207",,"473711",
"46963",,,"106205",,,,,,"106205",,,
"46964",,,"106091, 106142, 106210, 106092, 106143, 106093, 106214, 106094, 106212",,"473705, 473710, 473707, 473708, 473709",,,,"106091, 106142, 106210, 106092, 106143, 106093, 106214, 106094, 106212",,"473705, 473710, 473707, 473708, 473709",
"46965",,,"106090, 106141, 106209, 106092, 106143, 106093, 106214, 106216, 106094",,"473705, 473706, 473707, 473708, 473709",,,,"106090, 106141, 106209, 106092, 106143, 106093, 106214, 106216, 106094",,"473705, 473706, 473707, 473708, 473709",
"46966","67181, 67183","571320, 571321","106090, 106141, 106091, 106142, 106093, 106216, 106094",,"473705, 473706, 473710, 473708, 473709",,"67181, 67183","571320, 571321","106090, 106141, 106091, 106142, 106093, 106216, 106094",,"473705, 473706, 473710, 473708, 473709",
"46967","67181, 67200, 67177, 67182",,"106090, 106213, 106091, 106215, 106092, 106094, 106218",,"473705, 473706, 473710, 473707, 473709",,"67181, 67200, 67177, 67182",,"106090, 106213, 106091, 106215, 106092, 106094, 106218",,"473705, 473706, 473710, 473707, 473709",
"46968",,,"106090, 106211, 106213, 106091, 106215, 106092, 106093, 106217",,"473705, 473706, 473710, 473707, 473708",,,,"106090, 106211, 106213, 106091, 106215, 106092, 106093, 106217",,"473705, 473706, 473710, 473707, 473708",
"46973","67648",,,,,,"67648","572622, 572623, 572621",,,,
"46974",,"572426",,,,,,"572409, 572410, 572411, 572412, 572413, 572416, 572414, 572415, 572417, 572424, 572423, 572418, 572420, 572421, 572422, 572425, 572426, 572429, 572430, 572431, 572428, 572432, 572433",,,,
"46975",,"572593",,,,,,"572593, 572781, 572786, 572782, 572783, 572784, 572595",,,,
"46976",,"572626, 572627, 572628, 572629",,,,,,"572626, 572627, 572628, 572629",,,,
"46979",,"572625, 572629",,,,,,"572604, 572605, 572606, 572607, 572608, 572609, 572625, 572629, 572611, 572614, 572612, 572613, 572615",,,,
"46980",,"572625, 572626, 572627, 572629",,,,,,"572625, 572626, 572627, 572629",,,,
"46982",,"572625, 572626, 572627, 572628",,,,,,"572625, 572626, 572627, 572628",,,,
"46983",,"572625, 572626, 572627, 572628",,,,,,"572625, 572626, 572627, 572628",,,,
"46987",,"572594",,,,,,"572594, 572595",,,,
"46989","67647","572427",,,,,"67647","572409, 572410, 572411, 572412, 572413, 572416, 572414, 572415, 572417, 572424, 572423, 572418, 572420, 572421, 572422, 572425, 572427, 572429, 572430, 572431, 572428, 572432, 572433",,,,
"47000",,"577293",,"502779, 502780","474933",,,"577293, 577295",,"502779, 502780","474933",
"47001",,,,"502778, 502780","474932",,,,,"502778, 502780","474932",
"47002",,"577294",,"502778, 502779",,,,"577294, 577295",,"502778, 502779",,
"47017",,"577511",,,,,,"577509, 577511",,,,
"47023",,"577749, 577750",,,,,,"577747, 577748, 577749, 577750, 577751, 577752",,,,
"47024",,"577749, 577750",,,,,,"577747, 577748, 577749, 577750, 577751, 577752",,,,
"47025",,"577753, 577750",,,,,,"577747, 577748, 577753, 577750, 577751, 577752",,,,
"47026",,"577330","107112",,,"1058509",,"577318, 577319, 577314, 577315, 577316, 577317, 577320, 577321, 577322, 577323, 577324, 577325, 577328, 577326, 577330","107112",,,"1058509"
"47027",,"577510","107112",,,"1058608",,"577509, 577510","107112",,,"1058608"
"47028",,,"107111",,,,,,"107111",,,
"47029",,"577753, 577749","107111",,,"1058607",,"577463, 577462, 577465, 577747, 577466, 577464, 577467, 577748, 577753, 577749, 577751, 577752, 577469","107111",,,"1058607"
"47030",,"577329",,,,"1058510",,"577318, 577319, 577314, 577315, 577316, 577317, 577320, 577321, 577322, 577323, 577324, 577325, 577328, 577326, 577329",,,,"1058510"
"47058",,,"107768",,,"1059013",,,"107768",,,"1059013"
"47064",,,"107767",,,"1059012",,,"107767",,,"1059012"
"47074","70323",,,,,,"70323",,,,,
"47076","70322",,,,,,"70283, 70322, 70285","582021, 582022, 582023, 582024, 582025, 582027, 582028",,,,
"47082","70202",,"107935",,,"1059259","70202",,"107935",,,"1059259"
"47083","70202",,"107935",,,"1059259","70202",,"107935",,,"1059259"
"47084","70201",,"107934",,,"1059260","70201",,"107934",,,"1059260"
"47085","70201",,"107934",,,"1059260","70201",,"107934",,,"1059260"
"47122",,"588960",,,,,,"588960",,,"477152",
"47131",,"590571",,,,,,"590559, 590560, 590561, 590562, 590566, 590567, 590564, 590565, 590563, 590568, 590569, 590571, 590574, 590576, 590575, 590573, 590577, 590578, 590579, 591279, 590580",,,,
"47132",,"590570, 590571",,,,,,"590559, 590560, 590561, 590562, 590566, 590567, 590564, 590565, 590563, 590568, 590569, 590570, 590571, 590574, 590576, 590575, 590573, 590577, 590578, 590579, 591279, 590580",,,,
"47138",,"590799, 590782, 590552",,,,,,"590546, 590547, 590549, 590796, 590548, 590778, 590797, 590799, 590782, 590550, 590552, 590554, 590553, 590783, 590784, 590785",,,,
"47140",,"590779, 590780, 590781",,,,,,"590796, 590778, 590797, 590779, 590780, 590781, 590783, 590784, 590785",,,,
"47144",,"590779, 590551, 590782",,,,,,"590546, 590547, 590549, 590548, 590778, 590779, 590551, 590782, 590550, 590554, 590553, 590783, 590784, 590785",,,,
"47147",,"590570, 590572",,,,,,"590559, 590560, 590561, 590562, 590566, 590567, 590564, 590565, 590563, 590568, 590569, 590570, 590572, 590574, 590576, 590575, 590573, 590577, 590578, 590579, 590580",,,,
"47148",,"590570, 590572",,,,,,"590559, 590560, 590561, 590562, 590566, 590567, 590564, 590565, 590563, 590568, 590569, 590570, 590572, 590574, 590576, 590575, 590573, 590577, 590578, 590579, 590580",,,,
"47151","73179",,,,,"1060731","73179",,,,,"1060731"
"47152","73179",,,,,"1060731","73179",,,,,"1060731"
"47153","73179",,,,,,"73179",,,,,
"47154","73179",,,,,"1060706","73179","593231",,,,"1060706"
"47155","73178",,,,,"1060730","73178",,,,,"1060730"
"47156","73178",,,,,"1060730","73178",,,,,"1060730"
"47157","73178",,,,,,"73178",,,,,
"47158","73178",,,,,"1060707","73178",,,,,"1060707"
"47162",,,,,,"1060597",,,,,,"1060597"
"47166",,,,,,"1060598",,,,,,"1060598"
"47172",,,"109878",,,"1060782",,,"109878",,,"1060782"
"47173",,,"109878",,,"1060855","73469",,"109878",,,"1060855"
"47174",,,"109878",,"478312","1060855","73469",,"109878",,"478310, 478314, 478312, 478313","1060855"
"47178",,,"109877",,,"1060783",,,"109877",,,"1060783"
"47179",,,"109877",,,"1060854",,,"109877",,,"1060854"
"47180",,,"109877",,"478311","1060854",,,"109877",,"478310, 478314, 478311, 478313","1060854"
"47215",,,,,,"1062156",,,,,,"1062156"
"47216",,,,,,"1062156",,,,,,"1062156"
"47220",,,,,,"1062155",,,,,,"1062155"
"47221",,,,,,"1062155",,,,,,"1062155"
"47237",,"612147",,,,,,"612145, 612147, 612148, 612149",,,,
"47262","77987",,,,,"1063198","77987",,,,,"1063198"
"47264",,,"112783",,,,,"612328, 612331, 612330, 612332, 612333, 612334","112783",,,
"47265","77768",,"112783",,,"1063339","77768",,"112783",,,"1063339"
"47266","77768",,"112783",,,"1063339","77768",,"112783",,,"1063339"
"47267","77768","612224","112783",,"481728","1063339","77768","612224","112783",,"481728","1063339"
"47268",,"612224","112783",,"481728",,,"612224","112783",,"481728",
"47270",,"612340",,,,,,"612338, 612339, 612336, 612337, 612340, 612341, 612343, 612342, 612345, 612346, 612344, 612347",,,,
"47271","77851","612340",,,"481730",,"77851","612338, 612339, 612336, 612337, 612340, 612341, 612343, 612342, 612345, 612346, 612344, 612347",,,"481730",
"47272",,,,,"481730",,,,,,"481730",
"47273",,,,,"481730",,"77837",,,,"481730",
"47274",,,,,"481730",,,,,,"481730",
"47275",,,,,"481730",,,,,,"481730",
"47276",,,,,"481730",,,,,,"481730",
"47277",,,,,"481730",,,,,,"481730",
"47278",,,,,"481730",,,,,,"481730",
"47279",,,,,"481730",,,,,,"481730",
"47280",,,,,"481730",,,,,,"481730",
"47281",,,,,"481730",,,,,,"481730",
"47282",,,,,"481730",,,,,,"481730",
"47283",,,,,"481730",,,,,,"481730",
"47284",,,,,"481730",,,,,,"481730",
"47285",,,,,"481730",,,,,,"481730",
"47286",,,,,"481730",,,,,,"481730",
"47287",,,,,"481730",,,,,,"481730",
"47288",,,,,"481730",,,,,,"481730",
"47289",,,,,"481730",,,,,,"481730",
"47290",,,,,"481730",,,,,,"481730",
"47291",,,,,"481730",,,,,,"481730",
"47292",,,"112785",,"481730",,,,"112785",,"481730",
"47293","78036",,"112785",,"481730","1063327","78036",,"112785",,"481730","1063327"
"47294","78036","612349","112785",,,"1063327","78036","612349, 612351, 612350, 612352","112785",,,"1063327"
"47300","77986",,,,,"1063199","77986","612358, 612360, 612361, 612362, 612363, 612364, 612365, 612366, 612373, 612367, 612374, 612368, 612369, 612370, 612375, 612376, 612371, 612372, 612377",,,,"1063199"
"47301","77767",,"112782",,,"1063338","77767",,"112782",,,"1063338"
"47302","77767",,"112782",,,"1063338","77767",,"112782",,,"1063338"
"47303","77767","612223","112782",,"481727","1063338","77767","612223","112782",,"481727","1063338"
"47304","77850",,,,"481729",,"77850",,,,"481729",
"47305",,,,,"481729",,,,,,"481729",
"47306",,,,,"481729",,,,,,"481729",
"47307","78035",,"112784",,"481729","1063326","78035",,"112784",,"481729","1063326"
"47308","78035","612348","112784",,,"1063326","78035","612348, 612351, 612350, 612352","112784",,,"1063326"
"47329","77766, 78059",,,,,,"77764, 77766, 78059",,,,,
"47330",,"612335",,,,,,"612335, 612338, 612339, 612336, 612337, 612341, 612343, 612342, 612345, 612346, 612344, 612347",,,,
"47331","77765, 78058","612335",,,,,"77764, 77765, 78058","612335, 612338, 612339, 612336, 612337, 612341, 612343, 612342, 612345, 612346, 612344, 612347",,,,
"47332","78040, 77990, 77876","612146, 612489, 612477, 612483","112750, 112856","504860","481917","1063200, 1063231","78040, 77990, 77876","612146, 612145, 612233, 612234, 612489, 612477, 612236, 612237, 612487, 612483, 612482, 612481, 612148, 612238, 612239, 612490, 612480, 612491, 612149, 612478, 612484, 612485","112750, 112856","504860","481917","1063200, 1063231"
"47333","78037, 77988, 78038, 78039","612488, 612494, 612492","112853, 112748",,"481915","1063306, 1063203, 1063229, 1063202, 1063201, 1063162","78037, 77988, 78038, 78039","612488, 612494, 612492, 612490, 612491","112853, 112748",,"481915","1063306, 1063203, 1063229, 1063202, 1063201, 1063162"
"47334","77988, 77989, 77875","612493","112748, 112749, 112855","504859","481915, 481916","1063229, 1063230","77988, 77989, 77875","612493","112748, 112749, 112855","504859","481915, 481916","1063229, 1063230"
"47335","77988, 77989, 77875","612493","112748, 112749, 112855","504859","481915, 481916","1063163","77988, 77989, 77875","612493","112748, 112749, 112855","504859","481915, 481916","1063163"
"47347",,,,,"481919",,,,,,"481919",
"47359",,"612518",,,,,,"612215, 612518",,,,
"47360",,"612518",,,,,,"612215, 612518",,,"481783, 481776, 481778, 481779, 481780, 481781, 481782",
"47361",,"612518",,,,,,"612215, 612518",,,,
"47362",,"612519",,,,,,"612519",,,,
"47369",,"612476",,,,,,"612476, 612478",,,,
"47372",,"612479, 612488, 612489",,,,,,"612448, 612479, 612488, 612489, 612694, 612482, 612481, 612695, 612490, 612480, 612696, 612491, 612450, 612453, 612454, 612455, 612458, 612459, 612460, 612461, 612456, 612457, 612451, 612452",,,,
"47374",,"612660, 612661",,,,,,"612660, 612661",,,,
"47375",,"612661",,,,,,"612661",,,,
"47376",,"612659",,,,,,"612659",,,,
"47377",,"612659, 612662, 612660",,,,,,"612659, 612662, 612660",,,,
"47378",,"612659, 612662, 612660",,,,,,"612659, 612662, 612660",,,,
"47411",,"617550, 617551",,,,,,"617545, 617546, 617634, 617635, 618635, 617636, 617637, 617547, 617548, 617640, 617641, 617550, 617551, 618638, 618639, 617552, 617553, 617829, 617892, 617830, 618072, 618073, 617894, 617554, 618083, 617831, 618076, 618078, 618079, 618080, 618081, 618084, 617896, 617645, 618086, 618087, 617897, 618085, 618089, 618644, 617832, 617555, 618645, 617833, 618091, 617646, 617899, 618646, 618647, 617900, 618094, 618648, 618651, 618652, 618095, 618653",,,,
"47412",,"617549, 617551",,,,,,"617545, 617546, 617634, 617635, 618635, 617636, 617637, 617547, 617548, 617640, 617641, 617549, 617551, 618638, 618639, 617552, 617553, 617829, 617892, 617830, 618072, 618073, 617894, 617554, 618083, 617831, 618076, 618078, 618079, 618080, 618081, 618084, 617896, 617645, 618086, 618087, 617897, 618085, 618089, 618644, 617832, 617555, 618645, 617833, 618091, 617646, 617899, 618646, 618647, 617900, 618094, 618648, 618651, 618652, 618095, 618653",,,,
"47413",,"617549, 617550",,,,,,"617545, 617546, 617634, 617635, 618635, 617636, 617637, 617547, 617548, 617640, 617641, 617549, 617550, 618638, 618639, 617552, 617553, 617829, 617892, 617830, 618072, 618073, 617894, 617554, 618083, 617831, 618076, 618078, 618079, 618080, 618081, 618084, 617896, 617645, 618086, 618087, 617897, 618085, 618089, 618644, 617832, 617555, 618645, 617833, 618091, 617646, 617899, 618646, 618647, 617900, 618094, 618648, 618651, 618652, 618095, 618653",,,,
"47423",,,"113976",,,,,,"113969, 113976",,,
"47424",,,"113975",,,,,,"113975",,,
"47435",,,"114445",,,"1064657",,,"114445",,,"1064657"
"47441",,,"114444",,,"1064658",,,"114444",,,"1064658"
"47469",,,,,,"1065508, 1065509",,,,,,"1065508, 1065509"
"47470",,,,,,"1065508, 1065509",,,,,,"1065508, 1065509"
"47473",,,,,,"1065507, 1065509",,,,,,"1065507, 1065509"
"47474",,,,,,"1065507, 1065509",,,,,,"1065507, 1065509"
"47475",,,,,,"1065507, 1065509",,,,,,"1065507, 1065509"
"47479",,,,,,"1065507, 1065508",,,,,,"1065507, 1065508"
"47480",,,,,,"1065507, 1065508",,,,,,"1065507, 1065508"
"47520",,,"116103",,,,,,"116096, 116103",,,
"47521",,,"116102",,,,,,"116102",,,
