"change_id","conqat_luc","deckard_2_0_luc","iclones_luc","nicad5_luc","simcad_luc","simian_luc","conqat_ltc","deckard_2_0_ltc","iclones_ltc","nicad5_ltc","simcad_ltc","simian_ltc"
"48494",,"717153, 717154, 717147, 717155, 717156, 717150",,,,,,"717259, 717131, 717130, 717136, 717134, 717135, 717132, 717133, 717347, 717138, 717137, 717198, 717140, 717350, 717349, 717141, 717142, 717143, 717144, 717145, 717153, 717146, 717154, 717147, 717149, 717148, 717155, 717156, 717150, 717151, 717152, 717157",,,,
"48498","107490",,,,"503149, 503150, 503148",,"107490",,,,"503147, 503149, 503150, 503148",
"48499","107184, 107490, 107185",,,,"503149, 503150, 503148",,"107184, 107490, 107185",,,,"503147, 503149, 503150, 503148",
"48500","107490","716216",,,"503146, 503150, 503148",,"107490","716214, 716216",,,"503147, 503146, 503150, 503148",
"48501","107490","716216",,,"503146, 503150, 503148","1077548","107490","716214, 716216",,,"503147, 503146, 503150, 503148","1077548"
"48502",,,,,"503145",,"107566",,,,"503144, 503142, 503140, 503143, 503145",
"48503",,,,,"503145",,"107566",,,,"503144, 503142, 503140, 503143, 503145",
"48504",,,,,"503141",,"107566",,,,"503144, 503142, 503140, 503143, 503141",
"48505","107183, 107185",,,,"503141",,"107566, 107183, 107185",,,,"503144, 503142, 503140, 503143, 503141",
"48506","107489",,,,"503146, 503149, 503148",,"107489",,,,"503147, 503146, 503149, 503148",
"48507","107489, 107183, 107184",,,,"503146, 503149, 503148",,"107489, 107183, 107184",,,,"503147, 503146, 503149, 503148",
"48508","107489","716215",,,"503146, 503149, 503150",,"107489","716214, 716215",,,"503147, 503146, 503149, 503150",
"48509","107489","716215",,,"503146, 503149, 503150","1077547","107489","716214, 716215",,,"503147, 503146, 503149, 503150","1077547"
"48513",,"717139, 716808, 717147, 717128, 717129, 717123","129779",,"503118, 503121, 503120","1077546",,"716799, 717131, 716800, 717136, 716801, 716804, 717134, 717135, 716802, 716803, 717113, 717355, 716805, 717114, 717138, 717137, 717115, 717116, 717139, 717140, 717369, 717141, 717118, 717142, 716806, 717119, 717360, 717122, 717373, 717374, 717375, 717145, 717146, 716808, 717147, 717117, 717149, 717148, 717128, 717377, 717129, 717123, 717124, 717152, 717157, 717120, 717125, 717357, 717358","129772, 129779","511224, 511227, 511225","503118, 503121, 503120","1077546"
"48514",,"717139, 716807, 717147, 717128, 717129, 717123","129778",,"503119, 503121, 503120","1077545",,"716799, 717131, 716800, 717136, 716801, 716804, 717134, 717135, 716802, 716803, 717113, 717355, 716805, 717114, 717138, 717137, 717115, 717116, 717139, 717140, 717369, 717141, 717118, 717142, 716806, 717119, 717360, 717122, 717373, 717374, 717375, 717145, 716807, 717146, 717147, 717117, 717149, 717148, 717128, 717377, 717129, 717123, 717124, 717152, 717157, 717120, 717125, 717357, 717358","129772, 129778",,"503119, 503121, 503120","1077545"
"48515",,"717139, 717153, 717154, 717155, 717156, 716831",,,"503119, 503121, 503120",,,"716346, 716347, 716894, 716348, 717131, 717130, 717136, 716820, 717134, 717135, 716821, 717132, 717133, 716895, 716349, 717138, 717137, 717139, 717140, 716350, 716351, 716352, 716353, 716823, 716354, 716356, 717143, 716825, 716357, 717153, 716358, 717154, 716829, 716360, 717155, 717156, 716831, 716355, 716832, 717152, 717157, 716901, 716902, 716833",,,"503119, 503121, 503120",
"48516",,"717139, 717126, 717127, 717147, 715816, 717123",,,"503119, 503118, 503120",,,"715813, 717131, 717130, 717136, 717134, 717135, 715814, 717132, 717133, 717113, 717355, 717114, 717138, 717137, 717115, 717116, 717139, 717140, 717141, 717118, 717142, 717121, 717119, 717360, 717122, 717145, 717126, 717146, 717127, 717147, 717117, 717149, 717148, 715816, 717123, 717124, 717152, 717157, 717120, 717125, 717357, 717358, 715817",,,"503119, 503118, 503120",
"48517",,"717139, 717126, 717127, 717147, 715815, 717123",,,"503119, 503118, 503121",,,"715813, 717131, 717130, 717136, 717134, 717135, 715814, 717132, 717133, 717113, 717355, 717114, 717138, 717137, 717115, 717116, 717139, 717140, 717141, 717118, 717142, 717121, 717119, 717360, 717122, 717145, 717126, 717146, 717127, 717147, 717117, 717149, 717148, 715815, 717123, 717124, 717152, 717157, 717120, 717125, 717357, 717358, 715817",,,"503119, 503118, 503121",
"48518",,"717139, 717126, 717127, 716828, 715815",,,"503119, 503118, 503121",,,"715813, 717131, 717130, 717136, 716820, 717134, 717135, 716821, 715814, 717132, 717133, 717113, 717355, 717114, 717138, 717137, 717115, 717116, 717139, 717140, 716822, 717369, 716823, 717118, 716824, 717121, 717119, 717360, 716825, 717373, 717374, 717375, 716826, 717126, 716827, 717127, 716828, 717117, 716829, 716830, 715815, 717377, 716832, 717152, 717157, 717120, 717125, 717357, 717358, 716833, 715817",,,"503119, 503118, 503121",
"48616","116337, 116254",,"134599, 134590, 134591","513060, 513061","509029","1081862","116337, 116253, 116254",,"134599, 134590, 134591","513060, 513061","509028, 509029","1081862"
"48620",,,"134598","513059, 513061",,,,,"134598","513059, 513061",,
"48621",,,"134598","513059, 513061",,,,,"134598","513059, 513061",,
"48622","116336","747260, 747261","134598, 134589, 134591","513059, 513061",,"1081861","116336","746984, 746985, 746987, 746986, 747256, 746989, 746831, 746911, 746832, 747257, 746829, 746830, 746828, 746990, 746833, 746995, 746834, 746835, 746836, 746837, 746993, 747168, 747169, 746994, 746839, 747171, 747260, 747261, 747259, 747337, 746997, 746840, 746996, 747338, 746999, 747000, 747001, 747342, 747172, 747341, 747002, 746843, 746842, 746841, 747174, 747339, 747343, 747344, 746844, 747438, 746846, 747439, 746845, 747345, 747003","134598, 134589, 134591","513059, 513061",,"1081861"
"48623","116213","747258, 747261","134532","513080",,"1081754","116213","747256, 747257, 747258, 747261, 747259","134532","513080",,"1081754"
"48624","116212","747258, 747260","134531","513079",,"1081753","116212","747256, 747257, 747258, 747260, 747259","134531","513079",,"1081753"
"48625","116252",,"134589, 134590","513059, 513060","509027",,"116252, 116253","746808, 746814, 746815, 746816, 746817, 746818, 746819, 746821, 746822, 746823, 746824","134589, 134590, 134534","513059, 513060, 513064","509027, 509028","1081663"
"48654",,"764645",,,,,,"764645",,,,
"48662",,"764644",,,,,,"764644",,,,
"48730","128013",,,,,,"128013",,,,,
"48731","128013",,,,,,"128013",,,,,
"48733","128012, 127785, 127970",,,,,,"127968, 128012, 127785, 127970",,,"515508","517160",
"48734","128012",,,,,,"128012",,"140922","515508","517160","1087410"
"48735","128012",,,,,,"128012",,"140922","515508","517160",
"48739","127784, 127969",,,,,,"127968, 127784, 127969","785659, 785711, 785660, 785712, 785714, 785715, 785663, 785662, 785716, 785664, 785717, 785718, 785719, 785720, 785721, 785665, 785666, 785667, 785722, 785668",,,,
"48875",,,"146274",,,,,,"146274",,,
"48876",,"816878, 818045, 817867, 816651","146276","517421, 517422",,,"137519, 137463, 137521, 137465, 137466","816636, 816637, 816638, 816639, 816640, 816641, 818038, 816824, 816870, 816871, 816643, 816825, 817162, 817163, 816644, 817165, 817166, 817167, 816872, 817197, 817169, 816826, 816645, 816827, 816828, 816829, 817198, 816874, 816875, 816830, 816646, 816647, 816876, 817860, 817861, 817859, 816878, 818045, 818046, 817863, 818050, 818048, 818049, 817864, 816649, 817865, 816650, 817866, 817867, 818052, 817868, 816651, 817869, 818054, 818055, 817872, 817871, 817870, 817873, 817875, 817874, 818056, 816652, 818057, 818058, 818059, 816653, 818060","146276","517421, 517422, 517419",,
"48877",,"816877, 816879","146273, 146065","517418, 517420",,,,"816870, 816871, 818024, 816872, 816873, 818025, 816874, 816875, 817549, 817902, 816876, 817550, 817903, 816877, 817905, 818028, 818029, 818062, 818064, 816879, 818031, 818032, 818065","146273, 146065, 146066","517418, 517420, 517419",,
"48878",,"818043, 818044, 818051","146273, 146275, 146024, 146064","517418, 517420, 517421","523514",,,"818038, 818039, 818041, 818040, 818043, 818044, 818042, 818046, 818050, 818048, 818049, 818047, 818052, 818053, 818051, 818054, 818055, 818056, 818057, 818058, 818059, 818060","146273, 146275, 146024, 146064, 146066","517418, 517420, 517421, 517419","523514",
"48881",,"817862",,,,,,"816909, 817862, 817860, 817861, 816910, 817859, 817863, 817864, 817865, 817866, 817868, 817869, 817872, 817871, 817870, 817873, 817875, 817874",,,,
"48883",,"816648, 818044, 816878, 818045",,,,,"137327, 137328, 137733","816636, 816637, 816638, 816639, 816640, 816641, 818038, 816824, 816870, 816871, 816643, 816825, 817162, 817163, 816644, 817165, 817166, 817167, 816872, 817197, 817169, 816826, 816645, 816827, 816828, 816829, 817198, 816874, 816875, 816830, 818218, 816646, 818347, 818346, 818348, 816647, 816876, 816648, 818044, 818349, 818351, 818352, 818350, 818042, 816878, 818045, 818046, 818353, 818354, 818050, 818048, 818049, 816649, 818355, 818228, 818047, 816650, 818224, 818227, 818220, 818225, 818226, 818221, 818357, 818356, 818359, 818052, 818053, 818054, 818360, 818361, 818055, 818362, 818231, 818363, 818364, 818365, 818366, 818232, 818233, 818234, 818237, 818056, 818235, 816652, 818238, 818057, 818058, 818367, 818059, 816653, 818060",,,,
"48886",,,"146139",,,"1092225",,,"146139",,,"1092225"
"48887",,,"146139",,,"1092094",,,"146139",,,"1092094"
"48888",,,,,,"1092098",,,,,,"1092098"
"48889",,,,,,"1092115",,,,,,"1092115"
"48890",,,,,,"1092132",,,,,,"1092132"
"48891",,,,,,"1092132",,,,,,"1092132"
"48892",,,,,,"1092132",,,,,,"1092132"
"48893",,,,,,"1092143",,,,,,"1092143"
"48896",,,"146138",,,"1092224",,,"146138",,,"1092224"
"48897","137639, 137640, 137641, 137642",,"146138",,,"1092093","137639, 137640, 137641, 137642",,"146138",,,"1092093"
"48898","137638, 137640, 137370, 137641, 137371, 137644, 137642",,,,,"1092097","137638, 137640, 137370, 137641, 137371, 137644, 137642",,,,,"1092097"
"48899","137638, 137640, 137370, 137641, 137371, 137644, 137642",,,,,"1092097","137638, 137640, 137370, 137641, 137371, 137644, 137642",,,,,"1092097"
"48900","137638, 137639, 137369, 137662, 137620, 137641, 137371, 137644, 137663, 137642",,"146141",,,"1092114, 1092185","137638, 137639, 137369, 137662, 137620, 137641, 137371, 137644, 137663, 137642",,"146141",,,"1092114, 1092185"
"48901","137638, 137639, 137369, 137662, 137620, 137641, 137371, 137644, 137663, 137642",,,,,"1092114","137638, 137639, 137369, 137662, 137620, 137641, 137371, 137644, 137663, 137642",,,,,"1092114"
"48902","137638, 137639, 137369, 137643, 137661, 137619, 137640, 137370, 137663, 137642",,,,,"1092131","137638, 137639, 137369, 137643, 137661, 137619, 137640, 137370, 137663, 137642",,,,,"1092131"
"48903","137638, 137639, 137369, 137643, 137661, 137619, 137640, 137370, 137663, 137642",,,,,"1092131","137638, 137639, 137369, 137643, 137661, 137619, 137640, 137370, 137663, 137642",,,,,"1092131"
"48904","137638, 137639, 137369, 137643, 137661, 137619, 137640, 137370, 137663, 137642",,,,,"1092131","137638, 137639, 137369, 137643, 137661, 137619, 137640, 137370, 137663, 137642",,,,,"1092131"
"48905","137638, 137639, 137369, 137643, 137661, 137619, 137640, 137370, 137663, 137642",,,,,,"137638, 137639, 137369, 137643, 137661, 137619, 137640, 137370, 137663, 137642",,,,"523572, 523574",
"48906","137638, 137639, 137369, 137643, 137661, 137619, 137640, 137370, 137663, 137642",,,,,,"137638, 137639, 137369, 137643, 137661, 137619, 137640, 137370, 137663, 137642",,,,"523572, 523574",
"48907","137638, 137639, 137369, 137643, 137661, 137619, 137640, 137370, 137662, 137641",,"146140",,,"1092142, 1092186","137638, 137639, 137369, 137643, 137525, 137376, 137303, 137661, 137619, 137640, 137370, 137377, 137304, 137662, 137641, 137527, 137379",,"146295, 146140, 146296",,,"1092142, 1092008, 1092186, 1092007"
"48924",,,"146681",,,,,,"146681, 146682, 146683, 146684",,,
"48925",,,"146680",,,,,,"146558, 146680, 146560, 146682, 146561, 146683, 146562, 146684, 146563",,,
"48926",,,"146680",,,,,,"146680, 146682, 146683, 146684",,,
"48931","140637, 140638",,"147703",,"525042",,"140637, 140638",,"147486, 147487, 147703",,"525042, 525040, 525043, 525041, 525044",
"48932","140637, 140638",,"147489, 147701, 147703, 147490",,,,"140637, 140638",,"147486, 147489, 147701, 147487, 147703, 147490",,"525040, 525043, 525041, 525044",
"48933","140637, 140638",,"147489, 147701, 147703, 147490",,,"1093688, 1093699, 1093687","140637, 140638",,"147489, 147701, 147703, 147490",,,"1093688, 1093699, 1093687"
"48934","140636, 140638",,"147488, 147700, 147703, 147490",,,"1093689, 1093698, 1093687","140636, 140638",,"147488, 147700, 147703, 147490",,,"1093689, 1093698, 1093687"
"48935","140636, 140637",,"147702, 147488, 147489",,,"1093689, 1093688","140636, 140637",,"147702, 147488, 147489",,,"1093689, 1093688"
"48951",,,,,"528172",,,,,,"528172",
"48952",,,,,"528172",,,,,,"528172",
"48953",,,,,"528172",,,,,,"528172",
"48954",,,,,"528172",,,,,,"528172",
"48955",,,,,"528172",,,,,,"528172",
"48956",,,,,"528172",,,,,,"528172",
"48957",,,,,"528172",,,,,,"528172",
"48958",,,,,"528172",,,,,,"528172",
"48959",,,,,"528172",,,,,,"528172",
"48960",,,,,"528172",,,,,,"528172",
"48961",,,,,"528172",,,,,,"528172",
"48962",,,,,"528172",,,,,,"528172",
"48963",,,,,"528172",,"145130",,,,"528172",
"48969",,"840159",,,,,,"840159, 840160, 840161, 840162",,,,
"48976",,"840158",,,"528171",,,"840158, 840782, 840783, 841915, 841916, 841917, 840160, 840161, 840162, 841921",,,"528171",
"48977",,"840158",,,"528171",,,"840158, 840782, 840783, 841915, 841916, 841917, 840160, 840161, 840162, 841921",,,"528171",
"48978",,,,,"528171",,,,,,"528171",
"49009",,"853533",,,,,,"853533",,,,
"49110","167676, 167677",,,,,,"167255, 167674, 167684, 167676, 167677, 167678",,,,,
"49111",,,,,,"1107621",,,,,,"1107621"
"49112",,,,,,"1107621",,,,,,"1107621"
"49117","167673, 167677",,,,,,"167673, 167674, 167684, 167677, 167678",,,,"541017",
"49121","167673, 167676",,,,,,"167673, 167674, 167684, 167676, 167678",,,,,
"49154",,,,,"544920",,,,,,"544920",
"49168","176113, 176114",,"167231, 167232, 167169",,"546061, 546064, 546062, 546065, 546063",,"176113, 176114",,"167231, 167232, 167169",,"546061, 546064, 546062, 546065, 546063",
"49169","176113, 176114",,"167231, 167234, 167167, 167232, 167169, 167235",,"546064, 546062, 546065, 546063",,"176113, 176114",,"167231, 167234, 167167, 167232, 167169, 167235",,"546064, 546062, 546065, 546063",
"49170","176113, 176114",,"167234, 167167, 167169, 167235",,,"1112194, 1112207, 1112193","176113, 176114",,"167234, 167167, 167169, 167235",,,"1112194, 1112207, 1112193"
"49171","176112, 176114",,"167230, 167167, 167232, 167169",,"546060, 546061, 546062, 546065, 546063",,"176112, 176114",,"167230, 167167, 167232, 167169",,"546060, 546061, 546062, 546065, 546063",
"49172","176112, 176114",,"167230, 167233, 167166, 167232, 167169, 167235",,"546060, 546061, 546065, 546063",,"176112, 176114",,"167230, 167233, 167166, 167232, 167169, 167235",,"546060, 546061, 546065, 546063",
"49173","176112, 176114",,"167233, 167166, 167169, 167235",,,"1112195, 1112206, 1112193","176112, 176114",,"167233, 167166, 167169, 167235",,,"1112195, 1112206, 1112193"
"49174","176112, 176113",,"167230, 167168, 167166, 167231",,"546060, 546061, 546064, 546062, 546063",,"176112, 176113",,"167230, 167168, 167166, 167231",,"546060, 546061, 546064, 546062, 546063",
"49175","176112, 176113",,"167230, 167168, 167233, 167231, 167234",,"546060, 546061, 546064, 546062",,"176112, 176113",,"167230, 167168, 167233, 167231, 167234",,"546060, 546061, 546064, 546062",
"49176","176112, 176113",,"167168, 167233, 167234",,,"1112195, 1112194","176112, 176113",,"167168, 167233, 167234",,,"1112195, 1112194"
"49182","178338",,"168469",,,"1113622","178338",,"168469",,,"1113622"
"49183","178338",,"168469",,,"1113622","178338",,"168469",,,"1113622"
"49200","178337",,"168468",,,"1113621","178337",,"168468",,,"1113621"
"49201","178337",,"168468",,,"1113621","178337",,"168468",,,"1113621"
"49224",,,,,,"1113937",,,,,,"1113937"
"49230","179173",,"168939",,,"1114065","179173",,"168939",,,"1114065"
"49231","179173","937261","168939","524766","547781","1114065","179173","937261","168939","524766","547781, 547779, 547778, 547777","1114065"
"49232","179173","937255, 937265, 937257, 937266","168939","524766","547781, 548010","1114065","179173","937253, 937254, 937255, 937265, 937256, 937257, 937266","168939","524766","547781, 548010, 547779, 547778, 547777","1114065"
"49233","179173","937268, 937259","168939","524766","547781, 548010","1114065","179173","937268, 937259","168939","524766","547781, 548010, 547779, 547778, 547777","1114065"
"49234","179173","937259","168939","524766","547781, 548010","1114065","179173","937259","168939","524766","547781, 548010, 547779, 547778, 547777","1114065"
"49235","179173","937270","168939","524766","547781, 548010","1114065","179173","937270","168939","524766","547781, 548010, 547779, 547778, 547777","1114065"
"49240",,"937146, 938538",,,,,,"937033, 937034, 937143, 937142, 938536, 937144, 937146, 938538, 937036, 937147, 937148, 937149, 937037, 938541, 938542",,,,
"49244",,"937274, 937275",,,,,,"937274, 937275, 937276",,,,
"49245",,"937275",,,,,,"937275, 937276",,,,
"49246",,"937106, 937109",,,,,,"937101, 937103, 937104, 937282, 937105, 937277, 937102, 937332, 937281, 937106, 937107, 937278, 937109, 937110, 937111, 937112, 937288, 937114, 937334, 937335, 937113, 937115, 937116, 937290, 937291, 937117",,,,
"49247",,"937108, 937279, 937109",,,,,,"937101, 937103, 937104, 937282, 937105, 937277, 937108, 937279, 937102, 937281, 937107, 937278, 937109, 937110, 937111, 937112, 937288, 937114, 937113, 937115, 937116, 937290, 937291, 937117",,,,
"49250",,"936868, 936869",,,,,,"936864, 936865, 936866, 936868, 936869, 936870, 936871, 936872, 936873, 936874",,,,
"49255",,"937636, 937078, 937755, 937079, 937080, 937081, 937637, 937756, 937082",,,,,,"937076, 937634, 937636, 937078, 937755, 937079, 937080, 937081, 937637, 937756, 937082, 937638, 937639, 937640, 937757, 937758, 937759, 937641, 937643, 937645, 937646, 937647, 937648, 937649, 937650, 937651, 937652, 937653, 937654, 937655, 937656, 937760",,,,
"49259",,"937173, 937720, 937721, 937722, 937174, 937297, 937725, 937726, 937727, 937728, 937298",,,,,,"938609, 937171, 937292, 937293, 937891, 937173, 937720, 937721, 937722, 937723, 937174, 937175, 937297, 937725, 937726, 937727, 937728, 937177, 937176, 937298, 937895, 937896, 937729, 937898, 938613, 937899, 937730, 937731, 937901, 938615, 937902, 937299, 937903, 937904, 937732, 937733, 937905, 937734, 938616, 937907, 938617, 937300, 937908",,,,
"49267",,"937355",,,,,,"937355, 937356",,,,
"49268",,"937358",,,,,,"937358",,,,
"49269",,"937357",,,,,,"937357",,,,
"49286",,"937385",,,,,,"937385",,,,
"49287",,"937386",,,,,,"937386",,,,
"49288",,"937386",,,,,,"937386",,,,
"49289",,"937386",,,,,,"937386",,,,
"49306",,"936743, 937826",,,,,,"936739, 936740, 937823, 937824, 936741, 936743, 937826, 937827, 936744, 937828, 937829, 936745, 936746, 936747, 936748, 936749, 937830, 937831, 936750, 937833, 936751, 936752, 937834, 937835, 937836, 937837",,,,
"49308",,"937400, 937401, 937404",,,,,,"937400, 937401, 937402, 937403, 937404, 937405, 937406",,,,
"49327","178885",,,,,,"178885",,,,,
"49328","178885",,"169101",,,,"178885",,"169101",,,
"49329","178885",,"169101",,,,"178885",,"169101",,,
"49330","178885",,"169101",,"548145",,"178885",,"169101",,"548145",
"49331","178884",,,,,,"178884",,,,,
"49332","178884",,"169100",,,,"178884",,"169100",,,
"49333","178884",,"169100",,,,"178884",,"169100",,,
"49334","178884",,"169100",,"548144",,"178884",,"169100",,"548144",
"49347","178917",,,,,,"178917",,,,,
"49349","178848","937411, 937412, 937413, 937414, 937415",,,,,"178848","936994, 936993, 936995, 936996, 936997, 937411, 937412, 937413, 937414, 937415, 937416, 937417, 937418, 936999, 937000, 937001, 937003, 937002",,,,
"49350","178848","937411, 937412, 937413, 937414, 937415",,,,,"178848","936994, 936993, 936995, 936996, 936997, 937411, 937412, 937413, 937414, 937415, 937416, 937417, 937418, 936999, 937000, 937001, 937003, 937002",,,,
"49351","178848","937411, 937412, 937413, 937414, 937415",,,,,"178848","936994, 936993, 936995, 936996, 936997, 937411, 937412, 937413, 937414, 937415, 937416, 937417, 937418, 936999, 937000, 937001, 937003, 937002",,,,
"49352",,"937407",,,,,,"937407, 937409",,,,
"49353",,"937635, 937410, 937407, 937412, 937413, 937414, 936801, 937637",,,,,,"936792, 936793, 936794, 936796, 936797, 937634, 936799, 937635, 937410, 937407, 937412, 937413, 937414, 936801, 937637, 936802, 937416, 936803, 937417, 936804, 936805, 937418, 937638, 937639, 937640, 937641, 937643, 937645, 937646, 936806, 936807, 937409, 937647, 937648, 937649, 937650, 937651, 937652, 936808, 937653, 936809, 936811, 937654, 937655, 936810, 937656",,,,
"49354",,"937635, 937410, 937412, 937413, 937414, 936801, 937637",,,,,,"936792, 936793, 936794, 936796, 936797, 937634, 936799, 937635, 937410, 937412, 937413, 937414, 936801, 937637, 936802, 937416, 936803, 937417, 936804, 936805, 937418, 937638, 937639, 937640, 937641, 937643, 937645, 937646, 936806, 936807, 937647, 937648, 937649, 937650, 937651, 937652, 936808, 937653, 936809, 936811, 937654, 937655, 936810, 937656",,,,
"49355",,"937635, 937410, 937408, 937412, 937413, 937414, 936801, 937637",,,,,,"936792, 936793, 936794, 936796, 936797, 937634, 936799, 937635, 937410, 937408, 937412, 937413, 937414, 936801, 937637, 936802, 937416, 936803, 937417, 936804, 936805, 937418, 937638, 937639, 937640, 937641, 937643, 937645, 937646, 936806, 936807, 937409, 937647, 937648, 937649, 937650, 937651, 937652, 936808, 937653, 936809, 936811, 937654, 937655, 936810, 937656",,,,
"49356",,"937408",,,,,,"937408, 937409",,,,
"49359",,"937410, 937411, 937392, 937414, 937393, 937415",,,,,,"937410, 937411, 937392, 937414, 937393, 937415, 937416, 937417, 937418",,,,
"49360",,"937410, 937411, 937414, 937393, 937415",,,,,,"937410, 937411, 937414, 937393, 937415, 937416, 937417, 937418",,,,
"49361",,"937410, 937411, 937391, 937414, 937393, 937415",,,,,,"937410, 937411, 937391, 937414, 937393, 937415, 937416, 937417, 937418",,,,
"49362",,"937410, 937411, 937391, 937392, 937415",,,,,,"937410, 937411, 937391, 937392, 937415, 937416, 937417, 937418",,,,
"49363",,"937410, 937411, 937391, 937392, 937415",,,,,,"937410, 937411, 937391, 937392, 937415, 937416, 937417, 937418",,,,
"49400",,,,"524725",,,,,,"524725",,
"49407","178916",,,,,,"178916",,,,,
"49409","179044, 179045",,,"524729, 524730",,,"179044, 179045",,,"524729, 524730",,
"49410",,,,"524729, 524730",,,,,,"524729, 524730",,
"49411",,,,"524729, 524730",,,,,,"524729, 524730",,
"49412",,"937354, 937437, 937682, 937438, 937683, 937184, 937685",,,,,,"937677, 937678, 937181, 937182, 937354, 937437, 937681, 937682, 937438, 937683, 937184, 937685, 937185, 937687, 937689, 937690, 937688, 937691, 937439, 937692, 937693, 937356, 937186, 937187, 937188, 937694, 937695, 937189",,,,
"49413",,"937472, 937438",,,,,,"937470, 937471, 937472, 937438, 937474, 937478, 937475, 937476, 937477, 937439",,,,
"49416",,"936742, 937633",,,,,,"936739, 936740, 936741, 936742, 937633, 936744, 936745, 936746, 936747, 936748, 936749, 936750, 936751, 936752",,,,
"49418","178867",,"169015","524728","547802","1114043","178867",,"169015","524728","547802","1114043"
"49419","179043, 178690, 179045",,"169017","524731, 524730","547804",,"179043, 178690, 179045",,"169017","524731, 524730","547804",
"49420","178690",,"169017","524731, 524730","547804","1113989","178690",,"169017","524731, 524730","547804","1113989"
"49421","178690","937145, 937077, 937172, 937399, 937079, 937080, 937081, 937174, 937082, 937404","169017","524733","547809, 547808","1114060","178690","937076, 937143, 937171, 937142, 937144, 937145, 937077, 937172, 937399, 937079, 937080, 937081, 937174, 937175, 937177, 937176, 937082, 937403, 937404, 937147, 937148, 937149, 937406","169017","524733","547809, 547808, 547806","1114060"
"49422","178690",,"169017","524733","547809, 547808",,"178690",,"169017","524733","547809, 547808, 547806",
"49423","178690",,"169017","524733","547809, 547808",,"178690",,"169017","524733","547809, 547808, 547806",
"49424","178772","937754, 937410, 936800, 937412, 937413, 937414, 936687, 936688, 936689, 936692, 937756, 936694, 936693","169017","524733","547811",,"178772","936680, 936681, 936792, 936793, 936794, 936796, 936797, 937120, 937121, 936682, 936799, 936683, 936684, 937754, 937410, 936800, 937412, 937413, 937414, 936685, 937122, 937446, 937455, 936687, 936688, 936689, 936690, 936691, 937124, 937447, 937448, 936802, 937416, 936803, 937417, 936692, 937125, 937756, 936694, 936693, 936804, 936695, 936805, 938075, 938076, 936696, 938078, 936697, 937757, 937456, 936698, 937127, 937457, 936699, 936700, 937451, 938079, 937452, 938080, 937758, 937462, 937459, 937460, 938081, 936806, 937458, 936807, 937461, 937463, 936702, 937453, 937464, 938082, 937465, 936703, 938083, 936704, 936808, 937466, 936705, 936706, 936809, 938858, 938856, 936707, 936708, 936811, 936709, 938085, 936810, 936710, 936711, 936712, 936713, 936714, 936715","169017","524733","547811, 547806",
"49425","178772","937754, 937410, 936800, 937412, 937413, 937414, 936687, 936688, 936689, 936692, 937756, 936694, 936693","169017","524733","547811","1114041","178772","936680, 936681, 936792, 936793, 936794, 936796, 936797, 937047, 937120, 937121, 936682, 936799, 936683, 936684, 937754, 937410, 936800, 937412, 937413, 937414, 936685, 937122, 937446, 937455, 936687, 936688, 936689, 936690, 936691, 937124, 937447, 937448, 936802, 937416, 936803, 937417, 936692, 937125, 937756, 936694, 936693, 936804, 936695, 936805, 938075, 938076, 936696, 938078, 936697, 937757, 937456, 936698, 937127, 937457, 936699, 936700, 937451, 938079, 937452, 938080, 937758, 937462, 937459, 937460, 938081, 936806, 937458, 936807, 937461, 937463, 936702, 937453, 937464, 938082, 937465, 936703, 938083, 936704, 936808, 937466, 936705, 936706, 936809, 938858, 938856, 936707, 936708, 936811, 936709, 938085, 936810, 936710, 936711, 936712, 936713, 936714, 936715","169017","524733","547811, 547806","1114041"
"49427",,"937077, 937719, 937078, 936686, 936688, 936689, 936692, 937725, 937726, 937727, 937728, 937082, 936694, 936693",,,,,,"936680, 936681, 937076, 936682, 936683, 936684, 937077, 937719, 936685, 937078, 936686, 936688, 936689, 936690, 937724, 937546, 937547, 937548, 936691, 936692, 937725, 937726, 937727, 937728, 937082, 936694, 936693, 936695, 936696, 937729, 936697, 936698, 936699, 936700, 937730, 936702, 936703, 936704, 936705, 937732, 936706, 936707, 936708, 937734, 936709, 936710, 936711, 936712, 936713, 936714, 936715",,,,
"49428",,"937077, 937719, 937078, 936686, 936687, 936689, 936692, 937725, 937726, 937727, 937728, 937082, 936694, 936693",,,,,,"936680, 936681, 937076, 936682, 936683, 936684, 937077, 937719, 936685, 937078, 936686, 936687, 936689, 936690, 937724, 937546, 937547, 937548, 936691, 936692, 937725, 937726, 937727, 937728, 937082, 936694, 936693, 936695, 936696, 937729, 936697, 936698, 936699, 936700, 937730, 936702, 936703, 936704, 936705, 937732, 936706, 936707, 936708, 937734, 936709, 936710, 936711, 936712, 936713, 936714, 936715",,,,
"49429",,"937077, 937719, 937078, 936686, 936687, 936688, 936692, 937725, 937726, 937727, 937728, 937082, 936694, 936693",,,,,,"936680, 936681, 937076, 936682, 936683, 936684, 937077, 937719, 936685, 937078, 936686, 936687, 936688, 936690, 937724, 937546, 937547, 937548, 936691, 936692, 937725, 937726, 937727, 937728, 937082, 936694, 936693, 936695, 936696, 937729, 936697, 936698, 936699, 936700, 937730, 936702, 936703, 936704, 936705, 937732, 936706, 936707, 936708, 937734, 936709, 936710, 936711, 936712, 936713, 936714, 936715",,,,
