,,Detection Recall,,,,,
change_id,num_cloned_cochange,conqat,deckard,iclones,nicad5,simcad,simian
47404,29,0.52,0.45,0,0.72,0,0
47405,31,0.48,0.52,0,0.68,0,0.06
47406,31,0.48,0.52,0,0.68,0,0.06
47407,24,0.63,0.25,0,0.88,0,0
47408,41,0.37,0.83,0.12,0.66,0,0.12
47409,36,0.28,0.81,0.14,0.75,0.08,0.14
47410,36,0.28,0.81,0.14,0.75,0.08,0.14
47411,38,0.26,0.82,0.13,0.71,0.08,0.13
47412,31,0.32,0.23,0.16,0.87,0,0.16
47413,31,0.32,0.23,0,0.87,0,0
47414,21,0.48,0,0,1,0,0
47415,22,0,0,0,1,0,0
47416,22,0.45,0,0,1,0,0
47417,22,0.45,0,0,1,0.14,0
47418,22,0.45,0,0,1,0.14,0
47419,35,0.29,0.49,0.17,0.8,0.09,0.26
47420,37,0.27,0.51,0.16,0.76,0.11,0.24
47421,37,0.41,0.51,0.16,0.76,0.11,0.24
47422,34,0.44,0.56,0.18,0.82,0.12,0.18
47423,34,0.44,0.56,0.18,0.82,0.12,0.18
47424,35,0.43,0.46,0,0.8,0,0.17
47425,28,0.36,0.43,0,0.79,0,0.21
47426,28,0.57,0.43,0,0.79,0,0.21
47427,24,0.67,0.71,0,0.92,0,0.08
47428,31,0.52,0.77,0,0.71,0,0.06
47429,43,0.37,0.72,0.12,0.65,0,0.19
47430,36,0.31,0.53,0.14,0.78,0.11,0.22
47431,36,0.31,0.53,0.14,0.78,0.11,0.22
47432,34,0.32,0.56,0.15,0.82,0.12,0.15
47433,34,0.32,0.56,0.15,0.82,0.12,0.15
47434,45,0.24,0.42,0.11,0.62,0,0.11
47435,39,0.28,0.49,0,0.56,0,0
47436,26,0.54,0.73,0,0,0,0.15
47437,14,1,0,0.5,0,0,0.29
47438,15,1,0,0.47,0.33,0.33,0
47439,31,0.48,0.68,0.23,0.16,0.16,0
47440,34,0.44,0.62,0.21,0.15,0.32,0
47441,35,0.43,0.69,0.2,0.14,0.31,0.06
47442,31,0.48,0.68,0.23,0.39,0.16,0.06
47443,22,0.68,0.27,0.5,0.36,0.23,0
47444,24,0.63,0.38,0.21,0.33,0.25,0.17
47445,21,0.71,0,0.24,0.38,0.24,0.19
47446,39,0.38,0.85,0.13,0.21,0,0.1
47447,41,0.37,0.83,0.12,0.2,0.12,0.1
47448,36,0.31,0.92,0,0.22,0.14,0
47449,33,0,0.85,0,0.24,0.15,0
47450,30,0,0.93,0,0.27,0,0
47451,30,0,1,0,0,0,0
47452,13,0,1,0,0,0,0
47455,5,0,1,0,0,0,0
47456,12,1,0,0,0,0,0.17
47457,12,1,0,0,0,0,0.17
47458,12,1,0,0,0,0,0.17
47459,12,1,0,0.58,0,0,0.17
47460,13,1,0,0.54,0.38,0.38,0
47461,18,0.72,0.5,0.39,0.28,0.28,0
47462,21,0.62,0.43,0.33,0.24,0.38,0
47463,21,0.62,0.43,0.33,0.24,0.38,0.1
47464,20,0.65,0.45,0.35,0.65,0.25,0.1
47465,42,0.31,0.93,0.26,0.21,0,0
47466,42,0.31,0.93,0.12,0.21,0.02,0.1
47467,42,0.31,0.93,0.12,0.21,0,0.1
47468,15,0.87,0,0.33,0.6,0,0.27
47469,51,0.25,0.84,0.1,0.18,0.04,0.08
47470,49,0.22,0.88,0,0.18,0.04,0
47471,48,0,0.9,0,0.19,0.04,0
47480,20,0,1,0,0,0,0
47481,20,0,1,0,0,0,0
47482,20,0,1,0,0,0,0
47485,3,0,1,0,0,0,0
47486,11,0,1,0,0,0,0
47487,8,0,1,0,0,0,0
47488,8,0,1,0,0,0,0
47494,1,1,0,0,0,0,0
47495,1,1,0,0,0,0,0
47499,2,1,0,0,0,0,0
47522,4,1,0,0,0,0,0
47523,6,0.67,0.33,0,0,0,0
47524,11,0.36,0.18,0,0.45,0,0
47525,7,0,0.29,0,0.71,0,0
47526,10,0,0.5,0,0.5,0,0
47527,10,0,0.5,0,0.5,0,0
47540,3,1,0,0,0,0,0
47541,3,1,0,0,0,0,0
47542,3,1,0,0,0,0,0
47543,7,1,0,0,0,0,0
47544,4,1,0,0,0,0,0
47545,4,1,0,0,0,0,0
47546,4,1,0,0,0,0,0
47548,6,0.67,0.33,0,0,0,0
47549,6,0.67,0.33,0,0,0,0
47550,4,1,0,0,0,0,0
47551,9,0.44,0,0,0.56,0,0
47552,5,0,0,0,1,0,0
47553,5,0,0,0,1,0,0
47554,5,0,0,0,1,0,0
47555,8,0,0,0,1,0,0
47588,3,1,0,0,0,0,0
47589,3,1,0,0,0,0,0
47590,3,1,0,0,0,0,0
47591,1,1,0,0,0,0,0
47592,1,1,0,0,0,0,0
47593,3,1,0,0,0,0,0
47597,12,0,1,0,0,0,0
47599,7,0,1,0,0,0,0
47600,9,0,1,0,0,0,0
47601,10,0,1,0,0,0,0
47604,6,0,1,0,0,0,0
47612,9,0,1,0,0,0,0
47616,3,0,1,0,0,0,0
47619,16,0,1,0,0,0,0
47620,16,0,1,0,0,0,0
47630,5,0,1,0,0,0,0
47631,4,0,1,0,0,0,0
47632,1,0,1,0,0,0,0
47633,1,0,1,0,0,0,0
47636,6,0,1,0,0,0,0
47637,6,0,1,0,0,0,0
47653,4,0,1,0,0,0,0
47654,4,0,1,0,0,0,0
47655,4,0,1,0,0,0,0
47656,4,0,1,0,0,0,0
47657,4,0,1,0,0,0,0
47662,2,0,1,0,0,0,0
47664,6,0,1,0,0,0,0
47665,6,0,1,0,0,0,0
47666,1,0,0,0,1,1,0
47668,1,0,0,0,1,1,0
47670,2,0,1,0,0,0,0
47671,2,0,1,0,0,0,0
47672,2,0,1,0,0,0,0
47673,2,0,1,0,0,0,0
47681,8,0,1,0,0,0,0
47682,8,0,1,0,0,0,0
47683,8,0,1,0,0,0,0
47684,8,0,1,0,0,0,0
47689,8,0,0.88,0,0.13,0,0
47691,1,0,0,0,1,0,0
47693,7,0,1,0,0,0,0
47694,7,0,1,0,0,0,0
47705,2,0,1,0,0,0,0
47706,2,0,1,0,0,0,0
47716,1,0,1,0,0,0,0
47741,1,0,1,0,0,0,0
47761,2,0.5,0,1,0,0,0
47762,2,0,0,1,0,0,0
47766,9,0,1,0,0,0,0
47767,2,1,0,0,0,0,0.5
47768,13,0.08,0.92,0,0,0,0
47769,1,1,0,0,0,0,1
47770,5,0,1,0,0,0,0
47771,5,0,1,0,0,0,0
47772,9,0.11,0.78,0.22,0,0,0
47773,10,0,0.8,0.2,0,0,0
47774,7,0,1,0,0,0,0
47775,11,0,1,0,0,0,0
47802,14,0,1,0,0,0,0
47803,8,0,1,0,0,0,0
47804,8,0,1,0,0,0,0
47805,8,0,1,0,0,0,0
47806,8,0,1,0,0,0,0
47807,9,0,1,0,0,0,0
47808,9,0,1,0,0,0,0
47809,14,0,1,0,0,0.07,0
47811,3,0,1,0,0,0.33,0
47813,14,0,1,0,0,0,0
47814,8,0,1,0,0,0,0
47815,8,0,1,0,0,0,0
47816,8,0,1,0,0,0,0
47817,8,0,1,0,0,0,0
47818,9,0,1,0,0,0,0
47819,9,0,1,0,0,0,0
47820,21,0,0.9,0.05,0.1,0.05,0
47821,2,0,0,0,1,0,0
47823,2,0,0,0.5,1,0.5,0
47824,2,0,0,0,1,0,0
47843,2,0,1,0,0,0,0
47845,2,0,1,0,0,0,0
47848,2,0,1,0,0,0,0
47849,2,0,1,0,0,0,0
47852,1,0,1,0,0,0,0
47867,2,0.5,0.5,0.5,0.5,0,0
47870,7,0,1,0,0,0,0
47871,2,0.5,0.5,0.5,0.5,0,0
47886,1,0,1,0,0,0,0
47896,3,0,1,0,0,0,0
47897,3,0,1,0,0,0,0
47898,9,0,1,0,0,0,0
47899,9,0,1,0,0,0,0
47900,3,0,1,0,0,0,0
47901,3,0,1,0,0,0,0
47904,161,0,1,0,0,0,0
47907,4,0,1,0,0,0,0
47914,20,0,1,0,0,0,0
47915,1,0,1,0,0,0,0
47916,1,0,1,0,0,0,0
47917,15,0,1,0,0,0,0
47918,14,0,1,0,0,0,0
47919,11,0,1,0,0,0,0
47920,11,0,1,0,0,0,0
47921,11,0,1,0,0,0,0
47922,11,0,1,0,0,0,0
47923,11,0,1,0,0,0,0
47924,11,0,1,0,0,0,0
47925,8,0,1,0,0,0,0
47930,10,0,1,0,0,0,0
47931,8,0,1,0,0,0,0
47938,2,0,1,0,0,0,0
47942,14,0,1,0,0,0,0
47943,56,0.02,1,0,0,0,0
47944,27,0,1,0,0,0,0
47945,26,0.04,0.81,0,0.46,0,0
47946,41,0.29,0,0.07,0.98,0,0
47947,48,0.04,0.31,0.02,0.81,0,0
47948,39,0.21,0.13,0.03,0.97,0,0
47949,51,0.16,0.55,0.02,0.75,0,0
47950,28,0,1,0,0,0,0
47952,34,0,0,0,1,0,0
47953,38,0.11,0.24,0.11,0.89,0,0
47954,45,0.09,0.56,0.09,0.76,0,0
47955,43,0.09,0.51,0.09,0.79,0,0
47956,46,0.13,0.61,0.09,0.74,0,0
47957,34,0,0,0,1,0,0
47958,34,0,0,0,1,0,0
47959,50,0,0.34,0,0.76,0,0
47960,47,0.09,0.51,0,0.81,0,0
47961,39,0.26,0,0.1,0.97,0,0
47962,47,0.11,0.26,0.09,0.79,0,0
47963,46,0.09,0.48,0.09,0.8,0,0
47964,46,0.09,0.48,0.09,0.8,0,0
47965,67,0.09,0.67,0.06,0.55,0,0
47966,49,0.08,0.33,0.06,0.84,0,0
47967,59,0.07,0.39,0,0.66,0,0
47968,40,0.25,0,0.08,0.98,0,0
47969,10,1,0,0.2,0,0,0
47971,52,0.21,0.17,0.04,0.92,0,0
47972,21,0.19,0.9,0,0.24,0,0
47973,43,0,0.4,0,0.86,0,0
47974,37,0,0,0,1,0,0
47975,37,0,0,0,1,0,0
47976,37,0,0,0.08,1,0,0
47977,37,0,0,0,1,0,0
47978,37,0,0,0,1,0,0
47979,43,0.09,0.44,0,0.86,0,0
47980,38,0.32,0,0.08,0.97,0,0
47983,52,0.19,0.17,0.02,0.92,0,0
47984,11,0,0,0,1,0,0
47985,11,0,0,0,1,0,0
47986,10,0,0,0,1,0,0
47987,32,0,0.66,0,0.38,0,0
47988,25,0.04,0.84,0,0.44,0,0
47989,54,0,0.35,0,0.89,0,0
47990,51,0.2,0.18,0.02,0.92,0,0
47991,41,0.24,0,0.05,0.98,0,0
47992,42,0.29,0.12,0.02,0.95,0,0
47993,33,0.03,1,0.03,0,0,0
47994,33,0.03,1,0.03,0,0,0
47995,17,0,1,0.12,0,0,0
47996,52,0,0.85,0,0.21,0,0
47997,26,0,0.81,0,0.42,0,0
47998,62,0,0.6,0,0.63,0,0
47999,50,0.08,0.52,0,0.8,0,0
48000,51,0.16,0.53,0,0.8,0,0
48001,31,0.13,0.94,0.03,0.03,0,0
48002,47,0.09,0.98,0.02,0.02,0,0
48003,53,0.09,0.17,0.04,0.91,0,0
48004,50,0.08,0.52,0,0.8,0,0
48005,54,0.22,0.54,0.02,0.72,0,0
48006,331,0,1,0.01,0,0,0
48007,2,0,0,1,0,0,0
48008,186,0,0.31,0,0.96,0,0
48009,203,0.01,0.52,0.07,0.88,0,0
48010,197,0.02,0.29,0.08,0.91,0,0
48011,3,0,0,1,0,0,0
48012,313,0,1,0.01,0,0,0
48013,305,0,1,0,0,0,0
48014,218,0,0.7,0,0.82,0,0
48015,218,0.2,0.7,0,0.82,0,0
48016,218,0.2,0.7,0,0.82,0,0
48017,23,0,0,0.13,0.96,0,0
48018,316,0,0.99,0.01,0.07,0,0
48019,420,0,0.88,0,0.43,0,0
48020,421,0.02,0.9,0,0.43,0,0
48021,420,0.04,0.88,0,0.43,0,0
48022,369,0.01,1,0,0,0,0
48023,313,0.01,1,0,0,0,0
48024,313,0.01,1,0,0,0,0
48025,305,0,1,0,0,0,0
48026,22,0,0,0,1,0,0
48027,386,0.03,0.98,0.01,0.06,0,0
48028,339,0.03,0.95,0.01,0.06,0,0
48029,314,0,1,0.01,0,0,0
48030,312,0,1,0.01,0,0,0
48031,320,0,1,0.01,0,0,0
48032,313,0,1,0,0,0,0
48033,312,0,1,0,0,0,0
48034,313,0,1,0,0,0,0
48035,371,0.01,1,0,0,0,0
48036,371,0.02,1,0,0,0,0
48037,317,0,0.99,0.01,0.07,0,0
48038,317,0.01,0.99,0.02,0.07,0,0
48039,304,0,1,0,0,0,0
48040,304,0,1,0,0,0,0
48041,417,0,0.88,0,0.43,0,0
48042,218,0.2,0.7,0,0.82,0,0
48043,218,0.2,0.7,0,0.82,0,0
48044,305,0,1,0,0,0,0
48045,305,0,1,0,0,0,0
48046,303,0,1,0,0,0,0
48047,418,0,0.88,0,0.43,0,0
48048,218,0.2,0.71,0,0.82,0,0
48049,408,0.11,0.78,0,0.44,0,0
48050,304,0,1,0,0,0,0
48051,305,0,1,0,0,0,0
48052,305,0,1,0,0,0,0
48054,409,0,0.77,0,0.44,0,0
48055,182,0,0.3,0,0.97,0,0
48056,179,0,0.28,0,0.98,0,0
48057,179,0,0.28,0,0.98,0,0
48058,217,0,0.83,0.07,0.81,0,0
48059,405,0,0.79,0.03,0.43,0,0
48060,304,0,1,0,0,0,0
48061,312,0,1,0.01,0,0,0
48062,312,0,1,0.01,0,0,0
48063,305,0,1,0,0,0,0
48064,305,0,1,0,0,0,0
48065,3,0,0,1,0,0,0
48066,3,0,0,1,0,0,0
48067,379,0,1,0.02,0,0,0
48068,313,0,1,0.01,0,0,0
48069,420,0.02,0.88,0,0.43,0,0
48070,420,0.02,0.88,0,0.43,0,0
48071,305,0,1,0,0,0,0
48072,317,0,0.99,0.01,0.07,0,0
48073,316,0.03,0.99,0.01,0.07,0,0
48074,310,0.02,0.98,0.01,0.07,0,0
48075,330,0.01,0.98,0.04,0.06,0,0
48076,318,0.01,0.98,0.04,0.07,0,0
48077,25,0,0,0.48,0.84,0,0
48078,317,0,0.99,0.01,0.07,0,0
48079,317,0,0.99,0.01,0.07,0,0
48080,420,0,0.9,0,0.43,0,0
48081,420,0,0.9,0,0.43,0,0
48082,179,0,0,0,1,0,0
48083,418,0,0.89,0,0.43,0,0
48084,419,0,0.9,0,0.43,0,0
48085,305,0,1,0,0,0,0
48086,23,0,0,0.43,0.96,0,0
48087,316,0,0.99,0.04,0.07,0,0
48088,313,0,1,0,0,0,0
48089,378,0.03,1,0,0,0,0
48090,324,0,1,0,0,0,0
48091,322,0,1,0,0,0,0
48092,317,0,0.99,0.02,0.06,0,0
48093,316,0.01,0.99,0.02,0.06,0,0
48094,316,0.01,0.99,0.02,0.06,0,0
48095,317,0.01,0.99,0.03,0.06,0,0
48096,374,0,0.99,0.02,0.05,0,0
48097,371,0.02,0.99,0,0.05,0,0
48098,218,0,0.7,0,0.82,0,0
48099,218,0.2,0.7,0,0.82,0,0
48100,218,0.2,0.7,0,0.82,0,0
48101,182,0,0,0.01,0.99,0,0
48102,183,0,0.3,0,0.98,0,0
48103,178,0,0.28,0,0.98,0,0
48104,178,0,0.28,0,0.98,0,0
48105,185,0,0.35,0,0.95,0,0
48106,425,0,0.95,0,0.41,0,0
48107,426,0.02,0.96,0.04,0.41,0,0
48108,318,0,0.98,0,0.07,0,0
48111,313,0,1,0.01,0,0,0
48112,312,0.01,1,0.01,0,0,0
48113,413,0.14,0.88,0.01,0.44,0,0
48114,10,1,0,0,0,0,0
48115,217,0,0.71,0,0.82,0,0
48116,217,0.2,0.71,0,0.82,0,0
48117,217,0.2,0.71,0,0.82,0,0
48118,196,0.22,0.3,0,0.91,0,0
48119,180,0.12,0,0,1,0,0
48120,418,0.07,0.89,0,0.43,0,0
48121,318,0,1,0,0,0,0
48122,313,0,1,0,0,0,0
48123,305,0,1,0,0,0,0
48124,313,0,1,0,0,0,0
48125,305,0,1,0,0,0,0
48126,373,0.07,0.99,0.03,0,0,0
48127,178,0,0,0,1,0,0
48128,417,0.12,0.88,0,0.43,0,0
48129,418,0.11,0.9,0,0.43,0,0
48130,418,0.04,0.9,0.01,0.43,0,0
48131,224,0,0.83,0,0.79,0,0
48132,224,0.03,0.83,0,0.79,0,0
48133,222,0.2,0.83,0,0.8,0,0
48134,225,0.2,0.83,0.01,0.79,0,0
48135,313,0,1,0,0,0,0
48136,305,0,1,0,0,0,0
48137,313,0,1,0,0,0,0
48138,312,0,1,0,0,0,0
48139,313,0,1,0,0,0,0
48140,313,0,1,0,0,0,0
48141,305,0,1,0,0,0,0
48142,305,0,1,0,0,0,0
48143,305,0,1,0,0,0,0
48144,184,0,0.29,0,0.96,0,0
48145,184,0,0.29,0,0.96,0,0
48146,421,0,0.95,0,0.42,0,0
48147,422,0.01,0.96,0.03,0.42,0,0
48148,205,0.01,0.52,0.07,0.86,0,0
48149,186,0.24,0.3,0,0.97,0,0
48150,198,0.23,0.3,0.01,0.91,0,0
48151,313,0,1,0,0,0,0
48152,305,0,1,0,0,0,0
48153,305,0,1,0,0,0,0
48154,305,0,1,0,0,0,0
48155,305,0,1,0,0,0,0
48156,305,0,1,0,0,0,0
48157,305,0,1,0,0,0,0
48158,305,0,1,0,0,0,0
48159,305,0,1,0,0,0,0
48160,305,0,1,0,0,0,0
48161,305,0,1,0,0,0,0
48162,178,0,0,0,1,0,0
48163,418,0.11,0.89,0,0.43,0,0
48164,418,0.11,0.89,0,0.43,0,0
48165,418,0.04,0.9,0.01,0.43,0,0
48166,416,0,0.89,0,0.43,0,0
48167,417,0,0.94,0,0.42,0,0
48168,180,0,0.28,0,0.98,0,0
48169,180,0,0.28,0,0.98,0,0
48170,180,0.02,0.28,0.08,0.98,0,0
48171,163,0.01,0.95,0.01,0.14,0,0
48172,23,0,0,0.09,1,0,0
48173,313,0,1,0,0,0,0
48174,312,0,1,0,0,0,0
48175,312,0,1,0,0,0,0
48176,313,0,1,0,0,0,0
48177,313,0,1,0,0,0,0
48178,313,0,1,0,0,0,0
48179,408,0.05,0.77,0,0.44,0,0
48180,220,0.13,0.72,0,0.82,0,0
48181,305,0,1,0,0,0,0
48182,305,0,1,0,0,0,0
48183,305,0,1,0,0,0,0
48184,10,1,0,0,0,0,0
48185,10,1,0,0,0,0,0
48186,179,0,0.08,0,0.99,0,0
48187,218,0.22,0.72,0,0.82,0,0
48188,218,0.22,0.72,0,0.82,0,0
48189,178,0.08,0,0,1,0,0
48190,305,0,1,0,0,0,0
48191,425,0,0.96,0.03,0.42,0,0
48192,420,0,0.9,0.04,0.43,0,0
48193,305,0,1,0,0,0,0
48194,304,0,1,0,0,0,0
48195,408,0,0.76,0,0.44,0,0
48196,420,0.01,0.88,0,0.43,0,0
48197,305,0,1,0,0,0,0
48198,305,0,1,0,0,0,0
48199,305,0,1,0,0,0,0
48200,305,0,1,0,0,0,0
48201,220,0.06,0.72,0,0.82,0,0
48202,183,0,0.3,0,0.98,0,0
48203,178,0,0.28,0,0.98,0,0
48204,178,0,0.28,0,0.98,0,0
48205,185,0,0.35,0,0.95,0,0
48206,426,0,0.95,0,0.41,0,0
48207,427,0.02,0.96,0.04,0.41,0,0
48208,410,0,0.79,0,0.44,0,0
48209,312,0,1,0,0,0,0
48210,420,0.05,0.88,0,0.43,0,0
48211,420,0.07,0.88,0,0.43,0,0
48212,221,0,0.71,0,0.81,0,0
48213,418,0.11,0.88,0,0.43,0,0
48214,418,0.11,0.88,0,0.43,0,0
48215,420,0.04,0.9,0,0.42,0,0
48216,313,0.01,1,0,0,0,0
48217,2,1,0,0,0,0,0
48218,305,0,1,0,0,0,0
48219,305,0,1,0,0,0,0
48220,221,0,0.83,0,0.81,0,0
48221,220,0,0.83,0,0.81,0,0
48222,219,0,0.83,0,0.81,0,0
48223,180,0,0.28,0,0.98,0,0
48224,179,0,0.28,0,0.96,0,0
48225,180,0,0.28,0,0.96,0,0
48226,181,0,0.29,0,0.95,0,0
48227,219,0,0.83,0,0.79,0,0
48228,221,0.03,0.83,0.07,0.78,0,0
48229,409,0,0.79,0,0.44,0,0
48230,312,0,1,0,0,0,0
48231,305,0,1,0,0,0,0
48232,180,0.04,0,0,1,0,0
48233,420,0.02,0.89,0,0.43,0,0
48234,371,0,1,0,0,0,0
48235,313,0,1,0,0,0,0
48236,313,0,1,0,0,0,0
48237,313,0,1,0,0,0,0
48238,371,0.01,1,0,0,0,0
48239,371,0.02,1,0,0,0,0
48240,305,0,1,0,0,0,0
48241,305,0,1,0,0,0,0
48242,305,0,1,0,0,0,0
48243,305,0,1,0,0,0,0
48244,313,0,1,0,0,0,0
48245,312,0,1,0,0,0,0
48246,305,0,1,0,0,0,0
48247,420,0.02,0.88,0,0.43,0,0
48248,419,0.02,0.88,0,0.43,0,0
48249,305,0,1,0,0,0,0
48250,312,0,1,0,0,0,0
48251,312,0,1,0,0,0,0
48252,305,0,1,0,0,0,0
48253,313,0,1,0,0,0,0
48254,419,0,0.89,0,0.42,0,0
48255,418,0.11,0.89,0,0.43,0,0
48256,229,0.19,0.78,0,0.78,0,0
48257,196,0,0.3,0,0.91,0,0
48258,305,0,1,0,0,0,0
48259,311,0,1,0,0,0,0
48260,408,0.05,0.77,0,0.44,0,0
48261,220,0.13,0.72,0,0.82,0,0
48262,371,0,1,0,0.01,0,0
48263,421,0.01,0.95,0.04,0.43,0,0
48264,410,0.01,0.78,0.04,0.44,0,0
48265,180,0.12,0,0,1,0,0
48266,418,0.07,0.89,0,0.43,0,0
48267,370,0,1,0,0,0,0
48268,378,0.01,1,0,0,0,0
48269,322,0,1,0,0,0,0
48270,312,0,1,0,0,0,0
48271,312,0,1,0,0,0,0
48272,304,0,1,0,0,0,0
48273,304,0,1,0,0,0,0
48274,304,0,1,0,0,0,0
48275,304,0,1,0,0,0,0
48276,178,0.03,0,0,1,0,0
48277,178,0.03,0,0,1,0,0
48278,192,0.03,0.43,0,0.93,0,0
48279,406,0,0.78,0,0.44,0,0
48280,312,0,1,0,0,0,0
48281,305,0,1,0,0,0,0
48282,325,0,1,0.02,0,0,0
48283,324,0,1,0.02,0,0,0
48284,316,0,0.99,0,0.07,0,0
48285,22,0,0,0,1,0,0
48286,218,0,0.7,0,0.82,0,0
48287,218,0.22,0.7,0,0.82,0,0
48288,218,0.22,0.7,0,0.82,0,0
48289,230,0.21,0.8,0,0.77,0,0
48290,420,0.1,0.89,0,0.43,0,0
48291,312,0,1,0,0,0,0
48292,408,0.04,0.79,0,0.44,0,0
48293,420,0.04,0.9,0,0.43,0,0
48294,421,0.04,0.9,0,0.43,0,0
48295,305,0,1,0,0,0,0
48296,180,0.04,0,0,1,0,0
48297,335,0.02,0.85,0,0.54,0,0
48298,312,0,1,0,0,0,0
48299,313,0,1,0,0,0,0
48300,313,0,1,0,0,0,0
48301,178,0,0,0,1,0,0
48302,418,0.11,0.89,0,0.43,0,0
48303,419,0.11,0.9,0,0.42,0,0
48304,418,0.04,0.9,0,0.43,0,0
48305,409,0.05,0.77,0,0.44,0,0
48306,337,0.08,0.85,0,0.53,0,0
48307,420,0,0.88,0,0.43,0,0
48308,420,0.11,0.88,0,0.43,0,0
48309,313,0,1,0,0,0,0
48310,371,0,1,0,0,0,0
48311,420,0,0.9,0,0.43,0,0
48312,230,0,0.78,0,0.78,0,0
48313,178,0,0,0,1,0,0
48314,217,0,0.71,0,0.82,0,0
48315,227,0,0.78,0,0.78,0,0
48316,406,0,0.8,0,0.44,0,0
48317,312,0.01,1,0,0,0,0
48318,310,0.01,1,0,0,0,0
48319,409,0.05,0.77,0,0.44,0,0
48320,336,0.08,0.85,0,0.54,0,0
48321,312,0,1,0,0,0,0
48322,420,0.02,0.88,0,0.43,0,0
48323,313,0,1,0,0,0,0
48324,313,0,1,0,0,0,0
48325,370,0,1,0,0,0,0
48326,295,0.01,1,0,0,0,0
48327,378,0,1,0,0,0,0
48328,375,0.01,0.99,0,0.06,0,0
48329,313,0,1,0,0,0,0
48330,313,0,1,0,0,0,0
48331,313,0,1,0,0,0,0
48332,355,0,1,0,0,0,0
48333,58,0,0.97,0,0.05,0,0
48334,428,0.02,0.96,0.04,0.43,0,0
48335,304,0,1,0,0,0,0
48336,304,0,1,0,0,0,0
48337,312,0,1,0,0,0,0
48338,313,0,1,0,0,0,0
48339,305,0,1,0,0,0,0
48340,219,0.2,0.71,0,0.82,0,0
48341,198,0.22,0.3,0,0.91,0,0
48342,305,0,1,0,0,0,0
48343,305,0,1,0,0,0,0
48344,219,0.2,0.7,0,0.82,0,0
48345,219,0.2,0.7,0,0.82,0,0
48346,305,0,1,0,0,0,0
48347,305,0,1,0,0,0,0
48348,305,0,1,0,0,0,0
48349,305,0,1,0,0,0,0
48350,305,0,1,0,0,0,0
48351,305,0,1,0,0,0,0
48352,305,0,1,0,0,0,0
48353,305,0,1,0,0,0,0
48354,305,0,1,0,0,0,0
48355,305,0,1,0,0,0,0
48356,305,0,1,0,0,0,0
48357,305,0,1,0,0,0,0
48358,396,0,1,0,0,0,0
48359,221,0,0.83,0,0.82,0,0
48360,222,0.03,0.83,0.07,0.81,0,0
48361,420,0.11,0.89,0,0.43,0,0
48362,313,0,1,0,0,0,0
48363,184,0,0.29,0,0.98,0,0
48364,182,0,0.29,0,0.98,0,0
48365,428,0.02,0.96,0.04,0.42,0,0
48366,305,0,1,0,0,0,0
48367,313,0,1,0,0,0,0
48369,419,0.11,0.88,0,0.43,0,0
48370,420,0.1,0.9,0,0.43,0,0
48371,371,0,1,0,0,0,0
48372,314,0.01,1,0,0,0,0
48373,305,0,1,0,0,0,0
48374,313,0,1,0.01,0,0,0
48375,310,0,1,0.01,0,0,0
48376,312,0,1,0.01,0,0,0
48377,312,0,1,0.01,0,0,0
48378,219,0,0.7,0,0.82,0,0
48379,219,0.21,0.7,0,0.82,0,0
48380,304,0,1,0,0,0,0
48381,304,0,1,0,0,0,0
48382,313,0,1,0,0,0,0
48383,310,0,1,0,0,0,0
48384,324,0.01,0.96,0.01,0.06,0,0
48385,374,0.01,0.99,0.01,0.06,0,0
48386,162,0.04,0.95,0.02,0.13,0,0
48387,162,0.04,0.95,0,0.13,0,0
48388,180,0.12,0,0,1,0,0
48389,337,0.08,0.85,0,0.53,0,0
48390,371,0.01,1,0.01,0,0,0
48391,314,0.04,0.99,0.01,0,0,0
48392,315,0.03,0.99,0.01,0,0,0
48393,316,0.03,0.99,0.01,0,0,0
48394,178,0,0,0,1,0,0
48395,422,0.11,0.95,0,0.42,0,0
48396,423,0.11,0.96,0,0.42,0,0
48397,423,0.02,0.89,0.01,0.48,0,0
48398,180,0.12,0,0,1,0,0
48399,335,0.08,0.85,0,0.54,0,0
48400,232,0,0.95,0,0.09,0,0
48401,163,0,0.95,0,0.13,0,0
48402,163,0,0.95,0,0.13,0,0
48403,420,0.05,0.88,0,0.43,0,0
48404,420,0.07,0.88,0,0.43,0,0
48405,313,0.01,1,0,0,0,0
48406,317,0,0.99,0.03,0.07,0,0
48407,312,0,1,0,0,0,0
48408,312,0,1,0,0,0,0
48409,420,0,0.88,0,0.43,0,0
48410,420,0.04,0.88,0,0.43,0,0
48411,305,0,1,0,0,0,0
48412,219,0.2,0.7,0,0.82,0,0
48413,219,0.2,0.7,0,0.82,0,0
48415,313,0.02,1,0,0,0,0
48416,378,0.02,1,0,0,0,0
48417,325,0,1,0,0,0,0
48418,313,0,1,0,0,0,0
48419,312,0,1,0,0,0,0
48420,313,0,1,0,0,0,0
48421,313,0,1,0,0,0,0
48422,313,0,1,0,0,0,0
48423,313,0,1,0,0,0,0
48424,59,0,1,0,0,0,0
48425,327,0,0.96,0,0.07,0,0
48426,301,0.01,0.98,0,0.08,0,0
48427,313,0,1,0,0,0,0
48429,156,0.01,1,0,0,0,0
48430,305,0,1,0,0,0,0
48431,164,0,0.95,0,0.13,0,0
48432,163,0.03,0.94,0,0.13,0,0
48433,163,0.02,0.94,0,0.13,0,0
48435,23,0.04,0,0,1,0,0
48436,23,0.17,0,0,1,0,0
