change_id,num_all_cochange,num_cloned_cochange,Percentage of Cloned Cochange
1612,265,12,0.05
1615,265,17,0.06
1617,265,20,0.08
1618,265,17,0.06
1619,265,3,0.01
1622,5,1,0.20
1626,5,1,0.20
1631,8,1,0.13
1632,8,1,0.13
1633,8,1,0.13
1634,8,2,0.25
1635,8,1,0.13
1638,3,1,0.33
1639,3,2,0.67
1640,3,1,0.33
1644,5,1,0.20
1648,5,1,0.20
1650,4,1,0.25
1652,4,1,0.25
1663,8,1,0.13
1666,8,1,0.13
1672,3,1,0.33
1674,3,1,0.33
1677,29,1,0.03
1681,29,5,0.17
1682,29,14,0.48
1683,29,15,0.52
1684,29,11,0.38
1685,29,8,0.28
1686,29,10,0.34
1687,29,12,0.41
1688,29,12,0.41
1689,29,15,0.52
1690,29,7,0.24
1691,29,7,0.24
1692,29,9,0.31
1693,29,6,0.21
1694,29,4,0.14
1695,29,12,0.41
1696,29,3,0.10
1697,29,3,0.10
1698,29,5,0.17
1699,29,9,0.31
1700,29,9,0.31
1701,29,6,0.21
1702,29,1,0.03
1705,29,7,0.24
1706,7,1,0.14
1707,7,1,0.14
1712,7,1,0.14
1713,7,1,0.14
1720,14,2,0.14
1723,14,2,0.14
1725,14,1,0.07
1726,14,1,0.07
1727,14,4,0.29
1729,14,1,0.07
1730,14,1,0.07
1734,23,3,0.13
1736,23,2,0.09
1737,23,1,0.04
1746,23,3,0.13
1748,23,2,0.09
1750,23,4,0.17
1753,23,2,0.09
1756,23,3,0.13
1767,41,1,0.02
1771,41,1,0.02
1772,41,1,0.02
1774,41,2,0.05
1777,41,3,0.07
1786,41,3,0.07
1787,41,2,0.05
1794,41,3,0.07
1795,41,2,0.05
1796,41,2,0.05
1797,41,2,0.05
1798,41,2,0.05
1803,41,4,0.10
1806,41,2,0.05
1808,89,6,0.07
1809,89,5,0.06
1810,89,5,0.06
1816,89,6,0.07
1817,89,3,0.03
1819,89,4,0.04
1828,89,3,0.03
1829,89,4,0.04
1830,89,2,0.02
1831,89,3,0.03
1832,89,3,0.03
1838,89,2,0.02
1839,89,3,0.03
