"change_id","ccfinder","cloneworks_type1","cloneworks_type2blind","cloneworks_type3pattern","cloneworks_type3token","conqat","deckard","duplo","iclones","nicad5","simcad","simian"
"52111","52112, 52123, 52124","52112","52112, 52123, 52124","52105, 52107, 52108, 52109, 52112, 52113, 52114, 52123, 52124, 52145","52105, 52107, 52108, 52109, 52112, 52113, 52114, 52123, 52124, 52145","52112",,,"52105, 52107, 52108, 52109, 52112, 52113, 52114, 52123, 52124, 52145",,"52105, 52107, 52108, 52109, 52112, 52113, 52114, 52123, 52124, 52145","52112"
"52112","52111, 52123, 52124","52111","52111, 52123, 52124","52105, 52107, 52108, 52109, 52111, 52113, 52114, 52123, 52124, 52145","52105, 52107, 52108, 52109, 52111, 52113, 52114, 52123, 52124, 52145","52111",,,"52105, 52107, 52108, 52109, 52111, 52113, 52114, 52123, 52124, 52145",,"52105, 52107, 52108, 52109, 52111, 52113, 52114, 52123, 52124, 52145","52111"
"52113","52105, 52107, 52108, 52109, 52114","52114","52105, 52107, 52108, 52109, 52114","52105, 52107, 52108, 52109, 52111, 52112, 52114, 52123, 52124, 52145","52105, 52107, 52108, 52109, 52111, 52112, 52114, 52123, 52124, 52145","52114",,,"52105, 52107, 52108, 52109, 52111, 52112, 52114, 52123, 52124, 52145",,"52105, 52107, 52108, 52109, 52111, 52112, 52114, 52123, 52124, 52145","52114"
"52114","52105, 52107, 52108, 52109, 52113","52113","52105, 52107, 52108, 52109, 52113","52105, 52107, 52108, 52109, 52111, 52112, 52113, 52123, 52124, 52145","52105, 52107, 52108, 52109, 52111, 52112, 52113, 52123, 52124, 52145","52113",,,"52105, 52107, 52108, 52109, 52111, 52112, 52113, 52123, 52124, 52145",,"52105, 52107, 52108, 52109, 52111, 52112, 52113, 52123, 52124, 52145","52113"
"52116",,"52118","52101, 52103, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52132, 52134, 52141","52101, 52103, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52132, 52134, 52139, 52141","52101, 52103, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52132, 52134",,,,,,,
"52118",,"52116","52101, 52103, 52116, 52120, 52122, 52126, 52128, 52130, 52131, 52132, 52134, 52141","52101, 52103, 52116, 52120, 52122, 52126, 52128, 52130, 52131, 52132, 52134, 52139, 52141","52101, 52103, 52116, 52120, 52122, 52126, 52128, 52130, 52131, 52132, 52134",,,,,,,
"52120",,"52122","52101, 52103, 52116, 52118, 52122, 52126, 52128, 52130, 52131, 52132, 52134, 52141","52101, 52103, 52116, 52118, 52122, 52126, 52128, 52130, 52131, 52132, 52134, 52139, 52141","52101, 52103, 52116, 52118, 52122, 52126, 52128, 52130, 52131, 52132, 52134",,,,,,,
"52122",,"52120","52101, 52103, 52116, 52118, 52120, 52126, 52128, 52130, 52131, 52132, 52134, 52141","52101, 52103, 52116, 52118, 52120, 52126, 52128, 52130, 52131, 52132, 52134, 52139, 52141","52101, 52103, 52116, 52118, 52120, 52126, 52128, 52130, 52131, 52132, 52134",,,,,,,
"52123","52110, 52111, 52112, 52124","52124","52111, 52112, 52124","52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52124, 52145","52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52124, 52145","52124",,,"52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52124, 52145",,"52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52124, 52145","52124"
"52124","52110, 52111, 52112, 52123","52123","52111, 52112, 52123","52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52123, 52145","52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52123, 52145","52123",,,"52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52123, 52145",,"52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52123, 52145","52123"
"52126",,"52128","52101, 52103, 52116, 52118, 52120, 52122, 52128, 52130, 52131, 52132, 52134, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52128, 52130, 52131, 52132, 52134, 52139, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52128, 52130, 52131, 52132, 52134",,,,,,,
"52128",,"52126","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52130, 52131, 52132, 52134, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52130, 52131, 52132, 52134, 52139, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52130, 52131, 52132, 52134",,,,,,,
"52130",,"52131","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52131, 52132, 52134, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52131, 52132, 52134, 52139, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52131, 52132, 52134",,,,,,,
"52131",,"52130","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52132, 52134, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52132, 52134, 52139, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52132, 52134",,,,,,,
"52132",,"52134","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52134, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52134, 52139, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52134",,,,,,,
"52134",,"52132","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52132, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52132, 52139, 52141","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52132",,,,,,,
"52136",,,,"52148, 52149, 52150, 52151, 52152, 52153",,,,,,,,
"52139",,,,"52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52132, 52134, 52141",,,,,,,,
"52141",,,"52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52132, 52134","52101, 52103, 52116, 52118, 52120, 52122, 52126, 52128, 52130, 52131, 52132, 52134, 52139",,,,,,,,
"52143",,,"52147","52147","52147",,,,,,,
"52145",,,,"52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52123, 52124","52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52123, 52124",,,,"52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52123, 52124",,"52105, 52107, 52108, 52109, 52111, 52112, 52113, 52114, 52123, 52124",
"52147",,,"52143","52143","52143",,,,,,,
"52148",,,,"52136, 52149, 52150, 52151, 52152, 52153","52149, 52150, 52151, 52152, 52153",,,,,,,
"52149",,,"52150, 52151, 52152, 52153","52136, 52148, 52150, 52151, 52152, 52153","52148, 52150, 52151, 52152, 52153","52150, 52151",,,,"52150, 52151","52150",
"52150",,,"52149, 52151, 52152, 52153","52136, 52148, 52149, 52151, 52152, 52153","52148, 52149, 52151, 52152, 52153","52149, 52151",,,,"52149, 52151","52149",
"52151",,,"52149, 52150, 52152, 52153","52136, 52148, 52149, 52150, 52152, 52153","52148, 52149, 52150, 52152, 52153","52149, 52150",,,,"52149, 52150",,
"52152",,,"52149, 52150, 52151, 52153","52136, 52148, 52149, 52150, 52151, 52153","52148, 52149, 52150, 52151, 52153",,,,,"52153","52153",
"52153",,,"52149, 52150, 52151, 52152","52136, 52148, 52149, 52150, 52151, 52152","52148, 52149, 52150, 52151, 52152",,,,,"52152","52152",
"52162","52163, 52172, 52173, 52174, 52175, 52178, 52179, 52180, 52181, 52182, 52183, 52186","52163","52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189",,,,,,"52163, 52172, 52173, 52174, 52178, 52179, 52180, 52181, 52182, 52183, 52186","52163"
"52163","52162, 52172, 52173, 52174, 52175, 52178, 52179, 52180, 52181, 52182, 52183, 52186","52162","52162, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189",,,,,,"52162, 52172, 52173, 52174, 52178, 52179, 52180, 52181, 52182, 52183, 52186","52162"
"52164","52165, 52166, 52167, 52170, 52171","52165","52162, 52163, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52165, 52166, 52168, 52169, 52170, 52176",,,"52165","52165, 52166, 52167, 52168, 52169, 52170, 52171, 52176, 52177, 52188","52165, 52166, 52167, 52168, 52169, 52170, 52171, 52176, 52177, 52188","52165"
"52165","52164, 52166, 52167, 52170, 52171","52164","52162, 52163, 52164, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52164",,,"52164","52164, 52166, 52167, 52168, 52169, 52170, 52171, 52176, 52177, 52188","52164, 52166, 52167, 52168, 52169, 52170, 52171, 52176, 52177, 52188","52164"
"52166","52164, 52165, 52167, 52170, 52171","52167","52162, 52163, 52164, 52165, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52164, 52167, 52168, 52169, 52170, 52176",,,"52167","52164, 52165, 52167, 52168, 52169, 52170, 52171, 52176, 52177, 52188","52164, 52165, 52167, 52168, 52169, 52170, 52171, 52176, 52177, 52188","52167"
"52167","52164, 52165, 52166, 52170, 52171","52166","52162, 52163, 52164, 52165, 52166, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52166",,,"52166","52164, 52165, 52166, 52168, 52169, 52170, 52171, 52176, 52177, 52188","52164, 52165, 52166, 52168, 52169, 52170, 52171, 52176, 52177, 52188","52166"
"52168","52169, 52176, 52177","52169","52162, 52163, 52164, 52165, 52166, 52167, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52164, 52166, 52169, 52170, 52176",,,"52169","52164, 52165, 52166, 52167, 52169, 52170, 52171, 52176, 52177, 52188","52164, 52165, 52166, 52167, 52169, 52170, 52171, 52176, 52177, 52188","52169"
"52169","52168, 52176, 52177","52168","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52164, 52166, 52168, 52170, 52176",,,"52168","52164, 52165, 52166, 52167, 52168, 52170, 52171, 52176, 52177, 52188","52164, 52165, 52166, 52167, 52168, 52170, 52171, 52176, 52177, 52188","52168"
"52170","52164, 52165, 52166, 52167, 52171","52171","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52164, 52166, 52168, 52169, 52171, 52176",,,"52171","52164, 52165, 52166, 52167, 52168, 52169, 52171, 52176, 52177, 52188","52164, 52165, 52166, 52167, 52168, 52169, 52171, 52176, 52177, 52188","52171"
"52171","52164, 52165, 52166, 52167, 52170","52170","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52170",,,"52170","52164, 52165, 52166, 52167, 52168, 52169, 52170, 52176, 52177, 52188","52164, 52165, 52166, 52167, 52168, 52169, 52170, 52176, 52177, 52188","52170"
"52172","52162, 52163, 52173, 52174, 52175, 52178, 52179, 52180, 52181, 52182, 52183, 52186","52173, 52174","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52173, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189",,,,,,"52162, 52163, 52173, 52174, 52178, 52179, 52180, 52181, 52182, 52183, 52186","52173"
"52173","52162, 52163, 52172, 52174, 52175, 52178, 52179, 52180, 52181, 52182, 52183, 52186","52172, 52174","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52174, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189",,,,,,"52162, 52163, 52172, 52174, 52178, 52179, 52180, 52181, 52182, 52183, 52186","52172"
"52174","52162, 52163, 52172, 52173, 52175, 52178, 52179, 52180, 52181, 52182, 52183, 52186","52172, 52173, 52175","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52175, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189",,,,,,"52162, 52163, 52172, 52173, 52178, 52179, 52180, 52181, 52182, 52183, 52186",
"52175","52162, 52163, 52172, 52173, 52174, 52178, 52179, 52180, 52181, 52182, 52183, 52186","52174","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52176, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189",,,,,,,
"52176","52168, 52169, 52177","52177","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52177, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52164, 52166, 52168, 52169, 52170, 52177",,,"52177","52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52177, 52188","52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52177, 52188","52177"
"52177","52168, 52169, 52176","52176","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52178, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52176",,,"52176","52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52176, 52188","52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52176, 52188","52176"
"52178","52162, 52163, 52172, 52173, 52174, 52175, 52179, 52180, 52181, 52182, 52183, 52186","52179","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52179, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189",,,,,,"52162, 52163, 52172, 52173, 52174, 52179, 52180, 52181, 52182, 52183, 52186","52179"
"52179","52162, 52163, 52172, 52173, 52174, 52175, 52178, 52180, 52181, 52182, 52183, 52186","52178","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189","52162, 52163, 52164, 52165, 52166, 52167, 52168, 52169, 52170, 52171, 52172, 52173, 52174, 52175, 52176, 52177, 52178, 52180, 52181, 52182, 52183, 52184, 52185, 52186, 52187, 52188, 52189",,,,,,"52162, 52163, 52172, 52173, 52174, 52178, 52180, 52181, 52182, 52183, 52186","52178"
