"change_id","ccfinder","cloneworks","conqat","deckard","duplo","iclones","nicad5","simcad","simian"
"49790","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,"49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774"
"49791","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,"49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774"
"49792","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,"49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774"
"49793","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,"49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774","49770, 49771, 49772",,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774"
"49794","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774","49771, 49772, 49773, 49774, 49820","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774","49770, 49771, 49772",,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774","49771, 49772, 49773, 49774","49771, 49772, 49773, 49774","49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774"
"49795","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774","49771, 49772, 49773, 49774, 49820","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774","49770, 49771, 49772",,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774","49771, 49772, 49773, 49774","49771, 49772, 49773, 49774","49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774"
"49796","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774","49771, 49772, 49773, 49774, 49820","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774","49771, 49772, 49773, 49774","49771, 49772, 49773, 49774","49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774"
"49797","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774","49771, 49772, 49773, 49774, 49820","49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774",,,"49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774","49771, 49772, 49773, 49774","49771, 49772, 49773, 49774","49764, 49765, 49766, 49767, 49768, 49769, 49770, 49771, 49772, 49773, 49774"
"49798",,,,,"49775, 49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783",,,,
"49799",,,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785",,"49775, 49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785",,,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785"
"49800",,,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785",,"49775, 49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785",,,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785"
"49801",,,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785",,"49775, 49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785",,,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785"
"49802",,,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785",,"49775, 49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785",,,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785"
"49803",,,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785","49780, 49781, 49782","49775, 49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785",,,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785"
"49804","49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785","49780, 49781, 49782","49775, 49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785"
"49805","49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785","49780, 49781, 49782","49775, 49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785"
"49806","49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785","49783","49775, 49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785"
"49807","49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785, 49825","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785","49784",,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785"
"49808","49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785",,,"49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49781, 49782, 49783, 49784, 49785","49776, 49777, 49778, 49779, 49780, 49781, 49782, 49783, 49784, 49785"
"49810",,"49821, 49822, 49823",,,,,,,
"49817",,"49821",,,,,,,
"49820",,"49771, 49772, 49773, 49774, 49794, 49795, 49796, 49797",,,,,,,
"49821",,"49810, 49817, 49822",,,,,,,
"49822",,"49810, 49821",,,,,,,
"49823",,"49810",,,,,,,
"49825",,"49784, 49807",,,,,,,
"49834",,"49836, 49837",,"49839, 49846",,,,,
"49835",,,,"49837, 49839",,,,,
"49836",,"49834",,,,,,,
"49837",,"49834",,"49835, 49839",,,,,
"49839",,,,"49834, 49835, 49837",,,,,
"49846",,,,"49834",,,,,
"49874",,,,,,,,"49875, 49876",
"49877",,,,,,,,"49875, 49876",
"49919",,,"49921, 49922",,,,,,
"49920","49923",,"49921, 49922, 49924","49923",,,,,
"49921","49923, 49927, 49928, 49929, 49930","49923","49919, 49920, 49923, 49924, 49928, 49930","49923",,"49923, 49928, 49930",,,"49923"
"49922",,,"49919, 49920",,,,,,
"49923","49920, 49921, 49927, 49928, 49929, 49930","49921","49921, 49924, 49928, 49930","49920, 49921",,"49921, 49928, 49930",,,"49921"
"49924",,,"49920, 49921, 49923",,,,,,
"49927","49921, 49923, 49929, 49930",,"49929, 49930",,,,,,
"49928","49921, 49923, 49929, 49930",,"49921, 49923, 49929, 49930",,,"49921, 49923, 49930",,,
"49929","49921, 49923, 49927, 49928",,"49927, 49928",,,,,,
"49930","49921, 49923, 49927, 49928",,"49921, 49923, 49927, 49928",,,"49921, 49923, 49928",,,
"49943","49942",,,,,,,,
"49946","49947, 49948",,,,,,,,
"49948","49946, 49947",,,,,,,,
"49973",,,,,"50132, 50133, 50134, 50135","50132, 50133, 50134, 50135",,,"50132, 50133, 50134, 50135"
"49974",,,,,"50132, 50133, 50134, 50135","50132, 50133, 50134, 50135",,,"50132, 50133, 50134, 50135"
"49975","50134, 50135",,"50134, 50135","50134","50132, 50133, 50134, 50135","50132, 50133, 50134, 50135",,,"50132, 50133, 50134, 50135"
"49976","50134, 50135","50059, 50135","50134, 50135","50090, 50091, 50127, 50135","50132, 50133, 50134, 50135","50132, 50133, 50134, 50135","50135","50135","50132, 50133, 50134, 50135"
"49980",,,,"49985, 49992, 50093, 50094, 50153, 50154, 50156",,,,,
"49982",,"49990, 50088, 50118",,,,,,,
"49985",,"50036, 50057, 50060, 50061, 50062, 50086, 50088, 50090, 50116",,"49980, 49992, 50093, 50094",,,,,
"49990",,"49982, 50088, 50118",,"50040, 50041, 50042",,,,,
"49992",,,,"49980, 49985, 50026, 50030, 50034, 50052, 50055, 50085, 50088, 50089, 50090, 50091, 50093, 50094, 50095",,,,,
"49998",,"50036, 50037, 50038, 50056, 50058, 50059, 50060, 50061, 50085, 50086, 50087, 50088, 50091, 50117",,,,,,,
"49999",,,,"50000",,,,,
"50000",,,,"49999",,,,,
"50003",,"50006, 50007, 50008, 50012, 50013, 50058, 50059, 50062, 50106, 50107, 50108, 50109, 50118, 50128, 50129, 50130, 50131, 50148, 50149",,,,,,"50006, 50007, 50008","50006, 50007, 50008"
"50004",,"50006, 50007, 50008, 50012, 50013, 50058, 50059, 50062, 50106, 50107, 50108, 50109, 50118, 50128, 50129, 50130, 50131, 50148, 50149",,,,,,"50006, 50007, 50008","50006, 50007, 50008"
"50005",,"50006, 50007, 50008, 50148, 50149",,,,,,"50006, 50007, 50008",
"50006",,"50003, 50004, 50005, 50148, 50149",,,,,,"50003, 50004, 50005","50003, 50004"
"50007",,"50003, 50004, 50005, 50148, 50149",,,,,,"50003, 50004, 50005","50003, 50004"
"50008",,"50003, 50004, 50005, 50148, 50149",,,,,,"50003, 50004, 50005","50003, 50004"
"50012","50013","50003, 50004, 50013, 50057, 50058, 50059, 50089, 50107, 50118, 50119, 50129, 50130, 50131",,,,,,,
"50013","50012","50003, 50004, 50012, 50057, 50058, 50059, 50062, 50089, 50091, 50108, 50116, 50117, 50118, 50130, 50131",,,,,,,
"50021",,"50057, 50060, 50069, 50109, 50111, 50117, 50118, 50131, 50149, 50150",,,,,,,
"50026",,,,"49992",,,,,
"50027",,,,,"50031, 50048, 50053, 50074, 50112",,,,
"50028",,,,,"50053, 50074, 50112",,,,
"50029",,,"50050",,"50053",,,,"50050"
"50030","50051","50051, 50052, 50108, 50109, 50118, 50130, 50148, 50150","50051","49992, 50034, 50055, 50095",,"50051","50051, 50052","50051","50051"
"50031",,,,,"50027, 50048, 50053, 50074, 50112",,,,
"50032",,,,,"50053",,,,
"50034",,,,"49992, 50030, 50055, 50083, 50095, 50115, 50123, 50125, 50126",,,,,
"50035",,"50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50116, 50117, 50118, 50119, 50146",,,,,,,
"50036","50037, 50038","49985, 49998, 50035, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50116, 50117, 50118, 50119, 50146",,"50037, 50038, 50052, 50057, 50058, 50059, 50060, 50062, 50088, 50089, 50127",,,,,
"50037",,"49998, 50035, 50036, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50116, 50117, 50118, 50119, 50146",,"50036, 50038, 50052, 50057, 50058, 50059, 50060, 50062, 50088, 50089, 50127",,,,,
"50038","50036, 50037","49998, 50035, 50036, 50037, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50116, 50117, 50118, 50119, 50146",,"50036, 50037, 50052, 50057, 50058, 50059, 50060, 50062, 50088, 50089, 50127",,,,,
"50040",,,"50121, 50122","49990",,"50121, 50122",,,"50121, 50122"
"50041",,,"50121, 50122","49990",,"50068, 50069, 50110, 50111, 50121, 50122",,,"50121, 50122"
"50042",,,,"49990",,,,,
"50044",,,"50125, 50126",,,,,,
"50045",,,"50125, 50126",,,,,,
"50046",,,"50070",,,,,,
"50048",,,,,"50027, 50031, 50053, 50074, 50112",,,,
"50049",,,,,"50053, 50074, 50112",,,,
"50050",,,"50029",,"50053",,,,"50029"
"50051","50030","50030, 50108, 50109, 50118, 50130, 50148, 50150","50030",,,"50030","50030","50030","50030"
"50052",,"50030, 50109, 50130, 50148, 50150",,"49992, 50036, 50037, 50038, 50057, 50058, 50059, 50060, 50062, 50085, 50088, 50089, 50090, 50091, 50127",,,"50030",,
"50053",,,,,"50027, 50028, 50029, 50031, 50032, 50048, 50049, 50050",,,,
"50054",,,,,,"50082",,,"50082"
"50055",,,,"49992, 50030, 50034, 50095",,"50083, 50084",,,"50083, 50084"
"50056",,"49998, 50035, 50036, 50037, 50038, 50057, 50058, 50059, 50060, 50061, 50062, 50069, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50111, 50116, 50117, 50118, 50119, 50146","50084",,,"50083, 50084",,,"50083, 50084"
"50057",,"49985, 50012, 50013, 50021, 50035, 50036, 50037, 50038, 50056, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50104, 50107, 50109, 50116, 50117, 50118, 50119, 50127, 50129, 50131, 50135, 50146",,"50036, 50037, 50038, 50052, 50058, 50059, 50060, 50088, 50089",,,,,
"50058",,"49998, 50003, 50004, 50012, 50013, 50035, 50036, 50037, 50038, 50056, 50057, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50108, 50109, 50116, 50117, 50118, 50119, 50131, 50135, 50146, 50148, 50150",,"50036, 50037, 50038, 50052, 50059, 50060, 50088, 50089",,,,,
"50059",,"49976, 49998, 50003, 50004, 50012, 50013, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50060, 50061, 50062, 50063, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50092, 50108, 50116, 50117, 50118, 50119, 50130, 50135, 50146, 50148, 50150",,"50036, 50037, 50038, 50052, 50057, 50058, 50061, 50088, 50089",,,,,
"50060",,"49985, 49998, 50021, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50061, 50062, 50069, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50104, 50111, 50116, 50117, 50118, 50119, 50127, 50135, 50146, 50158",,"50036, 50037, 50038, 50052, 50057, 50058, 50059, 50061, 50088, 50089",,,,,
"50061",,"49985, 49998, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50062, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50108, 50109, 50116, 50117, 50118, 50119, 50130, 50131, 50135, 50146, 50149, 50150",,"50059, 50060",,,,,
"50062",,"49985, 50003, 50004, 50013, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50104, 50107, 50108, 50116, 50117, 50118, 50119, 50127, 50129, 50130, 50135, 50146, 50148, 50149",,"50036, 50037, 50038, 50052, 50127",,,,,
"50063",,"50059, 50092, 50116",,,,,,,
"50066","50067",,"50067","50120",,,"50067","50067",
"50067","50066",,"50066",,,,"50066","50066",
"50068",,,,,,"50041, 50110, 50111, 50122",,,
"50069",,"50021, 50056, 50060, 50085, 50111, 50119",,,,"50041, 50110, 50111, 50122",,"50111","50111"
"50070",,,"50046",,,,,,
"50074",,,,,"50027, 50028, 50031, 50048, 50049, 50112",,,,
"50082",,,,,,"50054",,,"50054"
"50083",,,,"50034, 50115, 50123, 50125, 50126",,"50055, 50056",,,"50055, 50056"
"50084",,"50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50116, 50117, 50118, 50119, 50130, 50131, 50146","50056",,,"50055, 50056",,,"50055, 50056"
"50085",,"49998, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50069, 50084, 50086, 50087, 50088, 50089, 50090, 50091, 50116, 50117, 50118, 50119, 50130, 50131, 50146",,"49992, 50052, 50088, 50089, 50090, 50091",,,,,
"50086",,"49985, 49998, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50087, 50088, 50089, 50090, 50091, 50116, 50117, 50118, 50119, 50146",,,,,,,
"50087","50088, 50089","49998, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50088, 50089, 50090, 50091, 50116, 50117, 50118, 50119, 50146",,,,,,,
"50088",,"49982, 49985, 49990, 49998, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50089, 50090, 50091, 50116, 50117, 50118, 50119, 50146",,"49992, 50036, 50037, 50038, 50052, 50057, 50058, 50059, 50060, 50085, 50089, 50090, 50091",,,,,
"50089","50087, 50088, 50090, 50091","50012, 50013, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50088, 50090, 50091, 50116, 50117, 50118, 50119, 50146",,"49992, 50036, 50037, 50038, 50052, 50057, 50058, 50059, 50060, 50085, 50088, 50090, 50091",,,,,
"50090",,"49985, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50088, 50089, 50091, 50116, 50117, 50118, 50119, 50146",,"49976, 49992, 50052, 50085, 50088, 50089, 50091, 50127, 50135",,,,,
"50091","50089, 50090","49998, 50013, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50116, 50117, 50118, 50119, 50146",,"49976, 49992, 50052, 50085, 50088, 50089, 50090, 50127, 50135",,,,,
"50092",,"50059, 50063, 50116",,,,,,,
"50093",,,,"49980, 49985, 49992",,,,,
"50094",,,,"49980, 49985, 49992",,,,,
"50095",,,,"49992, 50030, 50034, 50055, 50115",,,,,
"50104",,"50057, 50060, 50062, 50127, 50158",,,,,,,
"50106","50128, 50129, 50130, 50131","50003, 50004, 50128, 50129, 50130, 50131","50128, 50129, 50130, 50131",,,"50128, 50129, 50130, 50131","50128, 50129, 50130, 50131",,"50128, 50129, 50130, 50131"
"50107","50128, 50129, 50130, 50131","50003, 50004, 50012, 50057, 50062, 50116, 50118, 50128, 50129, 50130, 50131","50128, 50129, 50130, 50131","50129",,"50128, 50129, 50130, 50131","50128, 50129, 50130, 50131","50129","50128, 50129, 50130, 50131"
"50108","50128, 50129, 50130, 50131","50003, 50004, 50013, 50030, 50051, 50058, 50059, 50061, 50062, 50109, 50128, 50129, 50130, 50131","50128, 50129, 50130, 50131","50109, 50130, 50131",,"50128, 50129, 50130, 50131","50128, 50129, 50130, 50131","50109, 50130, 50131","50128, 50129, 50130, 50131"
"50109","50128, 50129, 50130, 50131","50003, 50004, 50021, 50030, 50051, 50052, 50057, 50058, 50061, 50108, 50128, 50129, 50130, 50131","50128, 50129, 50130, 50131","50108, 50130, 50131",,"50128, 50129, 50130, 50131","50128, 50129, 50130, 50131","50108, 50130, 50131","50128, 50129, 50130, 50131"
"50110",,,,,,"50041, 50068, 50069, 50122",,,
"50111",,"50021, 50056, 50060, 50069",,,,"50041, 50068, 50069, 50122",,"50069","50069"
"50112",,,,,"50027, 50028, 50031, 50048, 50049, 50074",,,,
"50115",,,,"50034, 50083, 50095, 50123, 50125, 50126",,,,,
"50116",,"49985, 50013, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50063, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50092, 50107, 50117, 50118, 50119, 50129, 50146, 50148, 50149, 50150",,,,,,,
"50117","50118, 50119","49998, 50013, 50021, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50116, 50118, 50119, 50146",,,,,,,
"50118",,"49982, 49990, 50003, 50004, 50012, 50013, 50021, 50030, 50035, 50036, 50037, 50038, 50051, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50107, 50116, 50117, 50119, 50129, 50146",,,,,,,
"50119","50117, 50118","50012, 50035, 50036, 50037, 50038, 50056, 50057, 50058, 50059, 50060, 50061, 50062, 50069, 50084, 50085, 50086, 50087, 50088, 50089, 50090, 50091, 50116, 50117, 50118, 50146",,,,,,,
"50120",,,,"50066",,,,,
"50121",,,"50040, 50041",,,"50040, 50041",,,"50040, 50041"
"50122",,,"50040, 50041",,,"50040, 50041, 50068, 50069, 50110, 50111",,,"50040, 50041"
"50123",,,,"50034, 50083, 50115, 50125, 50126",,,,,
"50125",,,"50044, 50045","50034, 50083, 50115, 50123",,,,,
"50126",,,"50044, 50045","50034, 50083, 50115, 50123",,,,,
"50127",,"50057, 50060, 50062, 50104, 50158",,"49976, 50036, 50037, 50038, 50052, 50062, 50090, 50091, 50135",,,,,
"50128","50106, 50107, 50108, 50109","50003, 50004, 50106, 50107, 50108, 50109","50106, 50107, 50108, 50109",,,"50106, 50107, 50108, 50109","50106, 50107, 50108, 50109",,"50106, 50107, 50108, 50109"
"50129","50106, 50107, 50108, 50109","50003, 50004, 50012, 50057, 50062, 50106, 50107, 50108, 50109, 50116, 50118","50106, 50107, 50108, 50109","50107",,"50106, 50107, 50108, 50109","50106, 50107, 50108, 50109","50107","50106, 50107, 50108, 50109"
"50130","50106, 50107, 50108, 50109","50003, 50004, 50012, 50013, 50030, 50051, 50052, 50059, 50061, 50062, 50084, 50085, 50106, 50107, 50108, 50109, 50131","50106, 50107, 50108, 50109","50108, 50109, 50131",,"50106, 50107, 50108, 50109","50106, 50107, 50108, 50109","50108, 50109, 50131","50106, 50107, 50108, 50109"
"50131","50106, 50107, 50108, 50109","50003, 50004, 50012, 50013, 50021, 50057, 50058, 50061, 50084, 50085, 50106, 50107, 50108, 50109, 50130","50106, 50107, 50108, 50109","50108, 50109, 50130",,"50106, 50107, 50108, 50109","50106, 50107, 50108, 50109","50108, 50109, 50130","50106, 50107, 50108, 50109"
